rank	word	freq	n_utts	n_speakers	len_chars	cleaned_form	has_non_devanagari	non_devanagari_chars
26343	धातुहरूलाई	2	2	2	10	धातुहरूलाई	no	
26344	धादिङको	2	2	2	7	धादिङको	no	
26345	धान्न	2	2	2	5	धान्न	no	
26346	धापा	2	2	2	4	धापा	no	
26347	धामको	2	2	2	5	धामको	no	
26348	धामबाट	2	2	2	6	धामबाट	no	
26349	धारणाहरू	2	2	2	8	धारणाहरू	no	
26350	धारमा	2	2	2	5	धारमा	no	
26351	धारलाई	2	2	2	6	धारलाई	no	
26352	धारले	2	2	2	5	धारले	no	
26353	धारहरूलाई	2	2	2	9	धारहरूलाई	no	
26354	धाराहरूमा	2	2	2	9	धाराहरूमा	no	
26355	धारिला	2	2	2	6	धारिला	no	
26356	धार्नी	2	2	2	6	धार्नी	no	
26357	धार्नीको	2	2	2	8	धार्नीको	no	
26358	धार्मिकस्थल	2	2	2	11	धार्मिकस्थल	no	
26359	धियाल	2	2	2	5	धियाल	no	
26360	धुन्धुकारीका	2	2	2	12	धुन्धुकारीका	no	
26361	धुप	2	2	2	3	धुप	no	
26362	धुबरी	2	2	2	5	धुबरी	no	
26363	धुमधामका	2	2	2	8	धुमधामका	no	
26364	धुमधामकासाथ	2	2	2	11	धुमधामकासाथ	no	
26365	धुरन्धर	2	2	2	7	धुरन्धर	no	
26366	धुरा	2	2	2	4	धुरा	no	
26367	धुर्कोट	2	2	2	7	धुर्कोट	no	
26368	धुर्रधुर्र	2	2	2	10	धुर्रधुर्र	no	
26369	धुलोसहितको	2	2	2	10	धुलोसहितको	no	
26370	धुवाई	2	2	1	5	धुवाई	no	
26371	धुस्कुन	2	2	2	7	धुस्कुन	no	
26372	धुस्तुङ्गमा	2	2	2	11	धुस्तुङ्गमा	no	
26373	धृतराष्ट्रको	2	2	2	12	धृतराष्ट्रको	no	
26374	धृतराष्ट्रले	2	2	2	12	धृतराष्ट्रले	no	
26375	धेरथोर	2	2	2	6	धेरथोर	no	
26376	धेरैजनाले	2	2	2	9	धेरैजनाले	no	
26377	धैर्यता	2	2	2	7	धैर्यता	no	
26378	धोबीको	2	2	2	6	धोबीको	no	
26379	धोयीको	2	2	2	6	धोयीको	no	
26380	धौतपाप	2	2	2	6	धौतपाप	no	
26381	धौतोदन	2	2	2	6	धौतोदन	no	
26382	धौधौ	2	2	2	4	धौधौ	no	
26383	धौलागिरीदेखि	2	2	2	12	धौलागिरीदेखि	no	
26384	ध्यानको	2	2	2	7	ध्यानको	no	
26385	ध्यानमग्न	2	2	2	9	ध्यानमग्न	no	
26386	ध्येयका	2	2	2	7	ध्येयका	no	
26387	ध्रुवको	2	2	2	7	ध्रुवको	no	
26388	ध्रुवमा	2	2	2	7	ध्रुवमा	no	
26389	ध्वजा	2	2	2	5	ध्वजा	no	
26390	ध्वजारोहण	2	2	2	9	ध्वजारोहण	no	
26391	ध्वनिमा	2	2	2	7	ध्वनिमा	no	
26392	ध्वनीको	2	2	2	7	ध्वनीको	no	
26393	नँया	2	2	2	4	नँया	no	
26394	नआउँदै	2	2	2	6	नआउँदै	no	
26395	नकाटीन	2	2	2	6	नकाटीन	no	
26396	नकाबनृत्य	2	2	2	9	नकाबनृत्य	no	
26397	नकार्दै	2	2	2	7	नकार्दै	no	
26398	नकुलको	2	2	2	6	नकुलको	no	
26399	नकुलले	2	2	2	6	नकुलले	no	
26400	नक्काशी	2	2	2	7	नक्काशी	no	
26401	नक्षत्रमध्ये	2	2	2	12	नक्षत्रमध्ये	no	
26402	नक्सामा	2	2	2	7	नक्सामा	no	
26403	नक्सालको	2	2	2	8	नक्सालको	no	
26404	नक्साले	2	2	2	7	नक्साले	no	
26405	नखाई	2	2	2	4	नखाई	no	
26406	नखानुहोस्	2	2	2	9	नखानुहोस्	no	
26407	नखानेबाट	2	2	2	8	नखानेबाट	no	
26408	नखेल	2	2	2	4	नखेल	no	
26409	नगएर	2	2	2	4	नगएर	no	
26410	नगरहरू	2	2	2	6	नगरहरू	no	
26411	नगरहरूको	2	2	2	8	नगरहरूको	no	
26412	नगरहरूमा	2	2	2	8	नगरहरूमा	no	
26413	नगरिकन	2	2	2	6	नगरिकन	no	
26414	नगरीको	2	2	2	6	नगरीको	no	
26415	नगरे	2	2	2	4	नगरे	no	
26416	नगरेका	2	2	2	6	नगरेका	no	
26417	नगर्दै	2	2	2	6	नगर्दै	no	
26418	नगर्नेले	2	2	2	8	नगर्नेले	no	
26419	नगारिक	2	2	2	6	नगारिक	no	
26420	नचारु	2	2	2	5	नचारु	no	
26421	नचाहने	2	2	2	6	नचाहने	no	
26422	नचाही	2	2	2	5	नचाही	no	
26423	नचाहे	2	2	2	5	नचाहे	no	
26424	नछिर्ने	2	2	2	7	नछिर्ने	no	
26425	नछोडेमा	2	2	2	7	नछोडेमा	no	
26426	नछोड्नुहोला	2	2	2	11	नछोड्नुहोला	no	
26427	नजरबन्दको	2	2	2	9	नजरबन्दको	no	
26428	नजाऊ	2	2	2	4	नजाऊ	no	
26429	नजिकैमा	2	2	2	7	नजिकैमा	no	
26430	नजीक	2	2	2	4	नजीक	no	
26431	नजोडी	2	2	2	5	नजोडी	no	
26432	नठोसी	2	2	2	5	नठोसी	no	
26433	नतिजालाई	2	2	2	8	नतिजालाई	no	
26434	नदि	2	2	2	3	नदि	no	
26435	नदिएका	2	2	2	6	नदिएका	no	
26436	नदिएसम्म	2	2	2	8	नदिएसम्म	no	
26437	नदिन	2	2	2	4	नदिन	no	
26438	नदिनाले	2	2	2	7	नदिनाले	no	
26439	नदिया	2	2	2	5	नदिया	no	
26440	नदीदेखि	2	2	2	7	नदीदेखि	no	
26441	नदीमाथि	2	2	2	7	नदीमाथि	no	
26442	नदीहरूले	2	2	2	8	नदीहरूले	no	
26443	नदेखिएकोले	2	2	2	10	नदेखिएकोले	no	
26444	नदेखियोस्	2	2	2	9	नदेखियोस्	no	
26445	नन	2	2	2	2	नन	no	
26446	नपच्ला	2	2	2	6	नपच्ला	no	
26447	नपस्ने	2	2	2	6	नपस्ने	no	
26448	नपाई	2	2	2	4	नपाई	no	
26449	नपाएकोले	2	2	2	8	नपाएकोले	no	
26450	नपाएपछि	2	2	2	7	नपाएपछि	no	
26451	नपुगेका	2	2	2	7	नपुगेका	no	
26452	नपुर्याई	2	2	2	8	नपुर्याई	no	
26453	नफसी	2	2	2	4	नफसी	no	
26454	नफिसा	2	2	2	5	नफिसा	no	
26455	नफुल्ने	2	2	2	7	नफुल्ने	no	
26456	नबजाई	2	2	2	5	नबजाई	no	
26457	नबढी	2	2	2	4	नबढी	no	
26458	नबस्नु	2	2	2	6	नबस्नु	no	
26459	नबस्नू	2	2	2	6	नबस्नू	no	
26460	नबाताइन्स	2	2	2	9	नबाताइन्स	no	
26461	नबिनको	2	2	2	6	नबिनको	no	
26462	नबिहरूको	2	2	2	8	नबिहरूको	no	
26463	नबुझेर	2	2	2	6	नबुझेर	no	
26464	नब्बे	2	2	2	5	नब्बे	no	
26465	नभइकन	2	2	2	5	नभइकन	no	
26466	नभइसकेको	2	2	2	8	नभइसकेको	no	
26467	नभएकोतर्फ	2	2	2	9	नभएकोतर्फ	no	
26468	नभएता	2	2	2	5	नभएता	no	
26469	नभेटिएपछि	2	2	2	9	नभेटिएपछि	no	
26470	नमरी	2	2	2	4	नमरी	no	
26471	नमाजपश्चात्	2	2	2	11	नमाजपश्चात्	no	
26472	नमानिदिनुहोला	2	2	2	13	नमानिदिनुहोला	no	
26473	नमान्नुहोस्	2	2	2	11	नमान्नुहोस्	no	
26474	नमान्नेहरूलाई	2	2	2	13	नमान्नेहरूलाई	no	
26475	नमारोस्	2	2	2	7	नमारोस्	no	
26476	नमार्न	2	2	2	6	नमार्न	no	
26477	नमिलेर	2	2	2	6	नमिलेर	no	
26478	नमोबुद्ध	2	2	2	8	नमोबुद्ध	no	
26479	नमोस्तुते	2	2	2	9	नमोस्तुते	no	
26480	नम्बरका	2	2	2	7	नम्बरका	no	
26481	नम्बरको	2	2	2	7	नम्बरको	no	
26482	नम्बरबाट	2	2	2	8	नम्बरबाट	no	
26483	नम्बरसम्म	2	2	2	9	नम्बरसम्म	no	
26484	नयाँबजारका	2	2	2	10	नयाँबजारका	no	
26485	नयाँबस्ती	2	2	2	9	नयाँबस्ती	no	
26486	नयाँभाव	2	2	2	7	नयाँभाव	no	
26487	नरकासुरको	2	2	2	9	नरकासुरको	no	
26488	नरबहादुर	2	2	2	8	नरबहादुर	no	
26489	नरभूपाल	2	2	2	7	नरभूपाल	no	
26490	नरसंहारका	2	2	2	9	नरसंहारका	no	
26491	नरसिंहभक्त	2	2	2	10	नरसिंहभक्त	no	
26492	नरहरिनाथले	2	2	2	10	नरहरिनाथले	no	
26493	नरहेको	2	2	2	6	नरहेको	no	
26494	नरहेकोले	2	2	2	8	नरहेकोले	no	
26495	नरहोस्	2	2	2	6	नरहोस्	no	
26496	नराखीकन	2	2	2	7	नराखीकन	no	
26497	नराखौं	2	2	2	6	नराखौं	no	
26498	नरिवलफल	2	2	2	7	नरिवलफल	no	
26499	नरिवललाई	2	2	2	8	नरिवललाई	no	
26500	नरेन्द्रलक्ष्मीसँग	2	2	2	18	नरेन्द्रलक्ष्मीसँग	no	
26501	नरेशलाई	2	2	2	7	नरेशलाई	no	
26502	नरोकिदा	2	2	2	7	नरोकिदा	no	
26503	नर्कमा	2	2	2	6	नर्कमा	no	
26504	नर्तकहरूको	2	2	2	10	नर्तकहरूको	no	
26505	नर्भिक	2	2	2	6	नर्भिक	no	
26506	नर्सरी	2	2	2	6	नर्सरी	no	
26507	नर्सहरूको	2	2	2	9	नर्सहरूको	no	
26508	नलागेको	2	2	2	7	नलागेको	no	
26509	नलागेमा	2	2	2	7	नलागेमा	no	
26510	नलिएका	2	2	2	6	नलिएका	no	
26511	नलिएकी	2	2	2	6	नलिएकी	no	
26512	नलेनले	2	2	2	6	नलेनले	no	
26513	नल्याएको	2	2	2	8	नल्याएको	no	
26514	नवप्रकारहरू	2	2	2	11	नवप्रकारहरू	no	
26515	नवप्रयोगहरूका	2	2	2	13	नवप्रयोगहरूका	no	
26516	नवराज	2	2	2	5	नवराज	no	
26517	नवरात्रका	2	2	2	9	नवरात्रका	no	
26518	नवलपुर	2	2	2	6	नवलपुर	no	
26519	नवाजुद्दिन	2	2	2	10	नवाजुद्दिन	no	
26520	नवीनकै	2	2	2	6	नवीनकै	no	
26521	नवीनतम	2	2	2	6	नवीनतम	no	
26522	नवै	2	2	2	3	नवै	no	
26523	नशालु	2	2	2	5	नशालु	no	
26524	नसकिए	2	2	2	5	नसकिए	no	
26525	नसके	2	2	2	4	नसके	no	
26526	नसकेका	2	2	2	6	नसकेका	no	
26527	नसक्नेहरू	2	2	2	9	नसक्नेहरू	no	
26528	नसमाती	2	2	2	6	नसमाती	no	
26529	नसम्झ	2	2	2	5	नसम्झ	no	
26530	नसाउ	2	2	2	4	नसाउ	no	
26531	नसाजस्ता	2	2	2	8	नसाजस्ता	no	
26532	नसुने	2	2	2	5	नसुने	no	
26533	नसुनेका	2	2	2	7	नसुनेका	no	
26534	नसुहाएको	2	2	2	8	नसुहाएको	no	
26535	नस्लको	2	2	2	6	नस्लको	no	
26536	नहर	2	2	2	3	नहर	no	
26537	नहरभादरा	2	2	2	8	नहरभादरा	no	
26538	नहुँदै	2	2	2	6	नहुँदै	no	
26539	नहुनुको	2	2	2	7	नहुनुको	no	
26540	नहुनेहरूले	2	2	2	10	नहुनेहरूले	no	
26541	नाइटोमै	2	2	2	7	नाइटोमै	no	
26542	नाइट्रोजन	2	2	2	9	नाइट्रोजन	no	
26543	नाउँडाँडा	2	2	2	9	नाउँडाँडा	no	
26544	नाकैमा	2	2	2	6	नाकैमा	no	
26545	नागकेशरी	2	2	2	8	नागकेशरी	no	
26546	नागदोष	2	2	2	6	नागदोष	no	
26547	नागराजकी	2	2	2	8	नागराजकी	no	
26548	नागरिकले	2	2	2	8	नागरिकले	no	
26549	नागरिकहरूका	2	2	2	11	नागरिकहरूका	no	
26550	नागरीक	2	2	2	6	नागरीक	no	
26551	नागरीका	2	2	2	7	नागरीका	no	
26552	नाघिसकेको	2	2	2	9	नाघिसकेको	no	
26553	नाचका	2	2	2	5	नाचका	no	
26554	नाचघर	2	2	2	5	नाचघर	no	
26555	नाचहरूको	2	2	2	8	नाचहरूको	no	
26556	नाचहरूभन्दा	2	2	2	11	नाचहरूभन्दा	no	
26557	नाचे	2	2	2	4	नाचे	no	
26558	नाच्दा	2	2	2	6	नाच्दा	no	
26559	नाछिरिङ	2	2	2	7	नाछिरिङ	no	
26560	नाजिआको	2	2	2	7	नाजिआको	no	
26561	नाजी	2	2	2	4	नाजी	no	
26562	नाटकका	2	2	2	6	नाटकका	no	
26563	नाटकीयताका	2	2	2	10	नाटकीयताका	no	
26564	नाट्यशास्त्रमा	2	2	2	14	नाट्यशास्त्रमा	no	
26565	नाडी	2	2	2	4	नाडी	no	
26566	नाडीमध्ये	2	2	2	9	नाडीमध्ये	no	
26567	नातागोतालाई	2	2	2	11	नातागोतालाई	no	
26568	नातागोताले	2	2	2	10	नातागोताले	no	
26569	नातिनातिना	2	2	2	10	नातिनातिना	no	
26570	नाती	2	2	2	4	नाती	no	
26571	नातेदारहरूको	2	2	2	12	नातेदारहरूको	no	
26572	नातेदारहरूले	2	2	2	12	नातेदारहरूले	no	
26573	नानीलाई	2	2	2	7	नानीलाई	no	
26574	नाफामूलक	2	2	2	8	नाफामूलक	no	
26575	नामजुङ	2	2	2	6	नामजुङ	no	
26576	नामपछाडि	2	2	2	8	नामपछाडि	no	
26577	नामपुद्रिको	2	2	2	11	नामपुद्रिको	no	
26578	नामबाटै	2	2	2	7	नामबाटै	no	
26579	नामयोगीमा	2	2	2	9	नामयोगीमा	no	
26580	नामासारी	2	2	2	8	नामासारी	no	
26581	नायव	2	2	2	4	नायव	no	
26582	नारकीय	2	2	2	6	नारकीय	no	
26583	नारङ्गी	2	2	2	7	नारङ्गी	no	
26584	नाराजगी	2	2	2	7	नाराजगी	no	
26585	नारायणगोपाल	2	2	2	11	नारायणगोपाल	no	
26586	नारायणनले	2	2	2	9	नारायणनले	no	
26587	नारीकोट	2	2	2	7	नारीकोट	no	
26588	नारीदाङ्ग	2	2	2	9	नारीदाङ्ग	no	
26589	नारीलाई	2	2	2	7	नारीलाई	no	
26590	नारीवादी	2	2	2	8	नारीवादी	no	
26591	नारीहरूको	2	2	2	9	नारीहरूको	no	
26592	नारीहरूलाई	2	2	2	10	नारीहरूलाई	no	
26593	नारीहरूले	2	2	2	9	नारीहरूले	no	
26594	नालदुम	2	2	2	6	नालदुम	no	
26595	नाला	2	2	2	4	नाला	no	
26596	नालिबेलिको	2	2	2	10	नालिबेलिको	no	
26597	नाविक	2	2	2	5	नाविक	no	
26598	नासाले	2	2	2	6	नासाले	no	
26599	नासिने	2	2	2	6	नासिने	no	
26600	नासो	2	2	2	4	नासो	no	
26601	नि?	2	2	2	3	नि	yes	?
26602	निकटका	2	2	2	6	निकटका	no	
26603	निकायका	2	2	2	7	निकायका	no	
26604	निकायबाटै	2	2	2	9	निकायबाटै	no	
26605	निकायहरूमार्फत	2	2	2	14	निकायहरूमार्फत	no	
26606	निकालिदेऊ	2	2	2	9	निकालिदेऊ	no	
26607	निकाल्छ	2	2	2	7	निकाल्छ	no	
26608	निकाल्छन्	2	2	2	9	निकाल्छन्	no	
26609	निकोबार	2	2	2	7	निकोबार	no	
26610	निकोलस	2	2	2	6	निकोलस	no	
26611	निकोला	2	2	2	6	निकोला	no	
26612	निक्ले	2	2	2	6	निक्ले	no	
26613	निक्लेका	2	2	2	8	निक्लेका	no	
26614	निक्लेपछि	2	2	2	9	निक्लेपछि	no	
26615	निक्सन	2	2	2	6	निक्सन	no	
26616	निगमद्वारा	2	2	2	10	निगमद्वारा	no	
26617	निगमले	2	2	2	6	निगमले	no	
26618	निगाली	2	2	2	6	निगाली	no	
26619	निचोड	2	2	2	5	निचोड	no	
26620	निजगढका	2	2	2	7	निजगढका	no	
26621	नितम्बको	2	2	2	8	नितम्बको	no	
26622	नित्यचण्डेश्वरीबाट	2	2	2	18	नित्यचण्डेश्वरीबाट	no	
26623	नित्यराज	2	2	2	8	नित्यराज	no	
26624	निन्द्राबाट	2	2	2	11	निन्द्राबाट	no	
26625	निपत्रका	2	2	2	8	निपत्रका	no	
26626	निबन्धबाट	2	2	2	9	निबन्धबाट	no	
26627	निबन्धभित्र	2	2	2	11	निबन्धभित्र	no	
26628	निबन्धले	2	2	2	8	निबन्धले	no	
26629	निबन्धसङ्ग्रह	2	2	2	13	निबन्धसङ्ग्रह	no	
26630	निबन्धसङ्ग्रहका	2	2	2	15	निबन्धसङ्ग्रहका	no	
26631	निभाउनको	2	2	2	8	निभाउनको	no	
26632	निभाएको	2	2	2	7	निभाएको	no	
26633	निभ्न	2	2	2	5	निभ्न	no	
26634	निमार्णको	2	2	2	9	निमार्णको	no	
26635	निमार्णधिन	2	2	2	10	निमार्णधिन	no	
26636	निमाविको	2	2	2	8	निमाविको	no	
26637	निमाविमा	2	2	2	8	निमाविमा	no	
26638	निमिष	2	2	2	5	निमिष	no	
26639	निमेषभरमै	2	2	2	9	निमेषभरमै	no	
26640	निम्नकोटीका	2	2	2	11	निम्नकोटीका	no	
26641	निम्बार्क	2	2	2	9	निम्बार्क	no	
26642	निम्बोली	2	2	2	8	निम्बोली	no	
26643	निम्स	2	2	2	5	निम्स	no	
26644	नियन्त्रणको	2	2	2	11	नियन्त्रणको	no	
26645	नियमका	2	2	2	6	नियमका	no	
26646	नियमनिष्ठाले	2	2	2	12	नियमनिष्ठाले	no	
26647	नियमहरूलाई	2	2	2	10	नियमहरूलाई	no	
26648	नियमानुसार	2	2	2	10	नियमानुसार	no	
26649	नियामक	2	2	2	6	नियामक	no	
26650	नियाल्ने	2	2	2	8	नियाल्ने	no	
26651	नियोगका	2	2	2	7	नियोगका	no	
26652	निर	2	2	2	3	निर	no	
26653	निरक्षरता	2	2	2	9	निरक्षरता	no	
26654	निरपराध	2	2	2	7	निरपराध	no	
26655	निरमा	2	2	2	5	निरमा	no	
26656	निरर्थक	2	2	2	7	निरर्थक	no	
26657	निराकारको	2	2	2	9	निराकारको	no	
26658	निरुक्तकारहरूलाई	2	2	2	16	निरुक्तकारहरूलाई	no	
26659	निरुक्तमा	2	2	2	9	निरुक्तमा	no	
26660	निरोग	2	2	2	5	निरोग	no	
26661	निरौलाहरू	2	2	2	9	निरौलाहरू	no	
26662	निर्णयविरुद्ध	2	2	2	13	निर्णयविरुद्ध	no	
26663	निर्णयसागर	2	2	2	10	निर्णयसागर	no	
26664	निर्णहरूको	2	2	2	10	निर्णहरूको	no	
26665	निर्णायकहरूले	2	2	2	13	निर्णायकहरूले	no	
26666	निर्दलियता	2	2	2	10	निर्दलियता	no	
26667	निर्धक्क	2	2	2	8	निर्धक्क	no	
26668	निर्धक्कसँग	2	2	2	11	निर्धक्कसँग	no	
26669	निर्धनलाई	2	2	2	9	निर्धनलाई	no	
26670	निर्धारक	2	2	2	8	निर्धारक	no	
26671	निर्धारणदेखि	2	2	2	12	निर्धारणदेखि	no	
26672	निर्बन्ध	2	2	2	8	निर्बन्ध	no	
26673	निर्बल	2	2	2	6	निर्बल	no	
26674	निर्भरताले	2	2	2	10	निर्भरताले	no	
26675	निर्मम	2	2	2	6	निर्मम	no	
26676	निर्मलनाथको	2	2	2	11	निर्मलनाथको	no	
26677	निर्मलले	2	2	2	8	निर्मलले	no	
26678	निर्मली	2	2	2	7	निर्मली	no	
26679	निर्मलीडाँडा	2	2	2	12	निर्मलीडाँडा	no	
26680	निर्माणधीन	2	2	2	10	निर्माणधीन	no	
26681	निर्माणबाट	2	2	2	10	निर्माणबाट	no	
26682	निर्माणले	2	2	2	9	निर्माणले	no	
26683	निर्माणसज्जा	2	2	2	12	निर्माणसज्जा	no	
26684	निर्माणस्थल	2	2	2	11	निर्माणस्थल	no	
26685	निर्वाचनलाई	2	2	2	11	निर्वाचनलाई	no	
26686	निर्वाचनहरूको	2	2	2	13	निर्वाचनहरूको	no	
26687	निर्वासनलाई	2	2	2	11	निर्वासनलाई	no	
26688	निलगिरी	2	2	2	7	निलगिरी	no	
26689	निलबराहीको	2	2	2	10	निलबराहीको	no	
26690	निलम्बित	2	2	2	8	निलम्बित	no	
26691	निवन्ध	2	2	2	6	निवन्ध	no	
26692	निवासीहरूमा	2	2	2	11	निवासीहरूमा	no	
26693	निवेदनमा	2	2	2	8	निवेदनमा	no	
26694	निशर्त	2	2	2	6	निशर्त	no	
26695	निषिद्ध	2	2	2	7	निषिद्ध	no	
26696	निषेधले	2	2	2	7	निषेधले	no	
26697	निष्काम	2	2	2	7	निष्काम	no	
26698	निष्ठामा	2	2	2	8	निष्ठामा	no	
26699	निष्ठुरी	2	2	2	8	निष्ठुरी	no	
26700	निष्पादन	2	2	2	8	निष्पादन	no	
26701	निष्पादित	2	2	2	9	निष्पादित	no	
26702	निसेलढोर	2	2	2	8	निसेलढोर	no	
26703	निस्कँदै	2	2	2	8	निस्कँदै	no	
26704	निस्कन्छ	2	2	2	8	निस्कन्छ	no	
26705	निस्किए	2	2	2	7	निस्किए	no	
26706	निस्क्यो	2	2	2	8	निस्क्यो	no	
26707	निहाल्न	2	2	2	7	निहाल्न	no	
26708	नीजि	2	2	2	4	नीजि	no	
26709	नीतिअनुरूप	2	2	2	10	नीतिअनुरूप	no	
26710	नीतिअनुसार	2	2	2	10	नीतिअनुसार	no	
26711	नीतिबाट	2	2	2	7	नीतिबाट	no	
26712	नीतिश	2	2	2	5	नीतिश	no	
26713	नीतिसँग	2	2	2	7	नीतिसँग	no	
26714	नीतिहरूको	2	2	2	9	नीतिहरूको	no	
26715	नीतिहरूप्रति	2	2	2	12	नीतिहरूप्रति	no	
26716	नीलकण्ठ	2	2	2	7	नीलकण्ठ	no	
26717	नुनचुक	2	2	2	6	नुनचुक	no	
26718	नुनथर	2	2	2	5	नुनथर	no	
26719	नुवाकोटमा	2	2	2	9	नुवाकोटमा	no	
26720	नुहाई	2	2	1	5	नुहाई	no	
26721	नुहाउनका	2	2	2	8	नुहाउनका	no	
26722	नुहाएपछि	2	2	2	8	नुहाएपछि	no	
26723	नुहाएमा	2	2	2	7	नुहाएमा	no	
26724	नृत्यले	2	2	2	7	नृत्यले	no	
26725	नृसिंह	2	2	2	6	नृसिंह	no	
26726	नेकपाएमालेका	2	2	2	12	नेकपाएमालेका	no	
26727	नेकाका	2	2	2	6	नेकाका	no	
26728	नेगेटिभ	2	2	2	7	नेगेटिभ	no	
26729	नेजियम	2	2	2	6	नेजियम	no	
26730	नेताहरूबीच	2	2	2	10	नेताहरूबीच	no	
26731	नेताहरूमा	2	2	2	9	नेताहरूमा	no	
26732	नेताहरूलाई	2	2	2	10	नेताहरूलाई	no	
26733	नेपालगन्ज	2	2	2	9	नेपालगन्ज	no	
26734	नेपालगन्जमा	2	2	2	11	नेपालगन्जमा	no	
26735	नेपालभित्रका	2	2	2	12	नेपालभित्रका	no	
26736	नेपालय	2	2	2	6	नेपालय	no	
26737	नेपालविरुद्ध	2	2	2	12	नेपालविरुद्ध	no	
26738	नेपालसँग	2	2	2	8	नेपालसँग	no	
26739	नेपालीपन	2	2	2	8	नेपालीपन	no	
26740	नेपालीमै	2	2	2	8	नेपालीमै	no	
26741	नेपालीहरूले	2	2	2	11	नेपालीहरूले	no	
26742	नेपोलियनलाई	2	2	2	11	नेपोलियनलाई	no	
26743	नेप्च्युन	2	2	2	9	नेप्च्युन	no	
26744	नेमसिस	2	2	2	6	नेमसिस	no	
26745	नेमान्जा	2	2	2	8	नेमान्जा	no	
26746	नेरा	2	2	2	4	नेरा	no	
26747	नेरावि	2	2	2	6	नेरावि	no	
26748	नेवा	2	2	2	4	नेवा	no	
26749	नेवारको	2	2	2	7	नेवारको	no	
26750	नैँ	2	2	2	3	नैँ	no	
26751	नैचुरल	2	2	2	6	नैचुरल	no	
26752	नैतिकथाहरूको	2	2	2	12	नैतिकथाहरूको	no	
26753	नैफ्था	2	2	2	6	नैफ्था	no	
26754	नैष्ठिक	2	2	2	7	नैष्ठिक	no	
26755	नैसनलिस्ट	2	2	2	9	नैसनलिस्ट	no	
26756	नो	2	2	2	2	नो	no	
26757	नोकसम्म	2	2	2	7	नोकसम्म	no	
26758	नोकियाको	2	2	2	8	नोकियाको	no	
26759	नौकरीमा	2	2	2	7	नौकरीमा	no	
26760	नौकाको	2	2	2	6	नौकाको	no	
26761	नौकायन	2	2	2	6	नौकायन	no	
26762	नौनीमा	2	2	2	6	नौनीमा	no	
26763	नौबिसे	2	2	2	6	नौबिसे	no	
26764	नौमध्ये	2	2	2	7	नौमध्ये	no	
26765	नौसेना	2	2	2	6	नौसेना	no	
26766	नौसेनाका	2	2	2	8	नौसेनाका	no	
26767	न्यातपोल	2	2	2	8	न्यातपोल	no	
26768	न्यायकी	2	2	2	7	न्यायकी	no	
26769	न्यायको	2	2	2	7	न्यायको	no	
26770	न्यायधीश	2	2	2	8	न्यायधीश	no	
26771	न्यायप्रेमी	2	2	2	11	न्यायप्रेमी	no	
26772	न्यायसँग	2	2	2	8	न्यायसँग	no	
26773	न्यायाधीशहरू	2	2	2	12	न्यायाधीशहरू	no	
26774	न्यायाधीशहरूको	2	2	1	14	न्यायाधीशहरूको	no	
26775	न्यायाधीस	2	2	2	9	न्यायाधीस	no	
26776	न्यायालय	2	2	2	8	न्यायालय	no	
26777	न्युक्लियस	2	2	2	10	न्युक्लियस	no	
26778	न्युगायनामा	2	2	2	11	न्युगायनामा	no	
26779	न्युज	2	2	2	5	न्युज	no	
26780	न्युनतम	2	2	2	7	न्युनतम	no	
26781	न्युरोड	2	2	2	7	न्युरोड	no	
26782	न्यूनिकरण	2	2	2	9	न्यूनिकरण	no	
26783	न्यौरा	2	2	2	6	न्यौरा	no	
26784	न्वारन	2	2	2	6	न्वारन	no	
26785	न्वारानको	2	2	2	9	न्वारानको	no	
26786	पँखेटा	2	2	2	6	पँखेटा	no	
26787	पँखेटालाई	2	2	2	9	पँखेटालाई	no	
26788	पँधेर्नीलाई	2	2	2	11	पँधेर्नीलाई	no	
26789	पँहेलो	2	2	2	6	पँहेलो	no	
26790	पंकज	2	2	2	4	पंकज	no	
26791	पंक्षीका	2	2	2	8	पंक्षीका	no	
26792	पकला	2	2	2	4	पकला	no	
26793	पकवानहरूको	2	2	2	10	पकवानहरूको	no	
26794	पकानको	2	2	1	6	पकानको	no	
26795	पकाना	2	2	2	5	पकाना	no	
26796	पकेटको	2	2	2	6	पकेटको	no	
26797	पकौडी	2	2	2	5	पकौडी	no	
26798	पक्षका	2	2	2	6	पक्षका	no	
26799	पक्षपात	2	2	2	7	पक्षपात	no	
26800	पक्षपातसँग	2	2	2	10	पक्षपातसँग	no	
26801	पक्षपोषणलाई	2	2	2	11	पक्षपोषणलाई	no	
26802	पक्षहरूलाई	2	2	2	10	पक्षहरूलाई	no	
26803	पक्षी	2	2	2	5	पक्षी	no	
26804	पक्षीहरूद्वारा	2	2	2	14	पक्षीहरूद्वारा	no	
26805	पखालामा	2	2	2	7	पखालामा	no	
26806	पखाल्न	2	2	2	6	पखाल्न	no	
26807	पखाल्नको	2	2	2	8	पखाल्नको	no	
26808	पखेटाबाट	2	2	2	8	पखेटाबाट	no	
26809	पखेटामा	2	2	2	7	पखेटामा	no	
26810	पगनाथ	2	2	2	5	पगनाथ	no	
26811	पगालेर	2	2	2	6	पगालेर	no	
26812	पग्लन	2	2	2	5	पग्लन	no	
26813	पग्लने	2	2	2	6	पग्लने	no	
26814	पग्लिएर	2	2	2	7	पग्लिएर	no	
26815	पग्लिने	2	2	2	7	पग्लिने	no	
