word	rank	similar_word	dist	ipa	freq	n_utts
नौसेनाका	1	नौसैनिक	0.0469	nɔːsɛːnɪkə	10	10
नौसेनाका	2	नसुनेका	0.0469	nəsuneːkaː	2	2
नौसेनाका	3	नौसेनाले	0.0547	nɔːseːnaːleː	4	4
नौसेनाका	4	नौबेडेका	0.0547	nɔːbeːɖeːkaː	1	1
नौसेनाका	5	निदानका	0.0625	nɪdaːnəkaː	1	1
न्युक्लियस	1	न्युक्यासल	0.1065	njukːjaːsəl	1	1
न्युक्लियस	2	नेपोलियन	0.125	neːpoːlɪjən	4	4
न्युक्लियस	3	नाइट्रोजन	0.1343	naːɪʈɾoːɟən	2	2
न्युक्लियस	4	नगरिकन	0.1412	nʌɡəɾɪkən	2	2
न्युक्लियस	5	नगरीकन	0.1458	nəɡəɾɪːkən	3	3
प	1	पि	0.0417	pɪ	7	7
प	2	पँ	0.0417	pʌ̃	1	1
प	3	पो	0.0625	poː	14	14
प	4	पे	0.0625	peː	1	1
प	5	पी	0.0833	piː	6	6
पक्का	1	पक्की	0.025	pʌkkiː	20	20
पक्का	2	पक्कै	0.025	pʌkkɛː	14	14
पक्का	3	पच्छ	0.05	pʌccʰə	2	2
पक्का	4	पंक	0.05	pʌŋkə	1	1
पक्का	5	पट्टा	0.0583	pʌʈʈaː	2	2
पखाली	1	पखाला	0.0278	pəkʰaːlaː	7	7
पखाली	2	पछाडी	0.0347	pəcʰaːɖi	2	2
पखाली	3	पछारे	0.0382	pəcʰaːɾeː	2	2
पखाली	4	पछाडि	0.0417	pəcʰaːɖɪ	45	45
पखाली	5	पठारी	0.0417	pəʈʰaːɾi	2	2
पच्चीस	1	पण्डित	0.0868	pʌɳɖɪt	36	36
पच्चीस	2	पाञ्चल	0.0903	paːɲcəl	1	1
पच्चीस	3	पब्लिस	0.0937	pʌblɪs	1	1
पच्चीस	4	पस्किन	0.0938	pʌskɪn	4	4
पच्चीस	5	पञ्जाब	0.0938	pəɲɟaːb	3	3
पञ्चकोसी	1	पञ्चकोशी	0.0093	pəɲcəkoːʃi	1	1
पञ्चकोसी	2	पन्चकोशी	0.0255	pəncəkoːʃi	2	2
पञ्चकोसी	3	पञ्चकुले	0.0463	pʌɲcəkuleː	4	4
पञ्चकोसी	4	पंचपदी	0.0509	pʌɲcəpədi	1	1
पञ्चकोसी	5	पञ्चायती	0.0648	pəɲcaːjətiː	31	31
पञ्चासेवासी	1	पञ्चेबाजाले	0.0814	pəɲceːbaːɟaːleː	1	1
पञ्चासेवासी	2	पञ्चेबाजाको	0.0985	pəɲceːbaːɟaːkoː	1	1
पञ्चासेवासी	3	प्रगतिवादी	0.1023	pɾəɡətɪwaːdi	5	5
पञ्चासेवासी	4	पञ्चेबाजामा	0.1023	pəɲceːbaːɟaːmaː	2	2
पञ्चासेवासी	5	पञ्चशीलको	0.1098	pəɲcəʃɪːləkoː	3	3
पटि	1	पति	0.0104	pʌtɪ	9	9
पटि	2	पटी	0.0104	pʌʈi	2	2
पटि	3	पढि	0.0208	pʌɖʰɪ	1	1
पटि	4	पाटी	0.0312	paːʈi	21	21
पटि	5	पढी	0.0312	pʌɖʰi	1	1
पठाइन्थ्यो	1	पठाइनुको	0.081	pəʈʰaːɪnukoː	1	1
पठाइन्थ्यो	2	पठाउनका	0.0856	pəʈʰaːʊnəkaː	1	1
पठाइन्थ्यो	3	पठाइदिने	0.0926	pəʈʰaːɪdɪneː	1	1
पठाइन्थ्यो	4	पकाउनको	0.0972	pəkaːʊnəkoː	1	1
पठाइन्थ्यो	5	पठाइदिइन	0.1065	pəʈʰaːɪdɪʲɪn	3	3
पढाइन्छ	1	पठाइन्छ	0.0052	pəʈʰaːɪncʰə	16	16
पढाइन्छ	2	पकाइन्छ	0.0286	pəkaːɪncʰə	4	4
पढाइन्छ	3	पठाइन्थे	0.0391	pəʈʰaːɪntʰeː	1	1
पढाइन्छ	4	पठाइएको	0.0703	pəʈʰaːɪʲeːkoː	6	6
पढाइन्छ	5	पठाइएका	0.0703	pəʈʰaːɪʲeːkaː	3	3
पढ्थेँ	1	पढ्थे	0.0167	pʌɖʰtʰeː	5	5
पढ्थेँ	2	पढ्दै	0.0417	pʌɖʰdɛː	18	18
पढ्थेँ	3	पढ्ने	0.05	pʌɖʰneː	21	21
पढ्थेँ	4	पढ्दा	0.05	pʌɖʰdaː	16	16
पढ्थेँ	5	पड्दै	0.05	pʌɖdɛː	1	1
पतझडमा	1	पटिगनमा	0.0333	pʌʈɪɡənəmaː	2	2
पतझडमा	2	पटकथामा	0.0458	pəʈəkətʰaːmaː	7	7
पतझडमा	3	पदयोगमा	0.0521	pədəjoːɡəmaː	3	3
पतझडमा	4	पादपीठमा	0.0542	paːdəpɪːʈʰəmaː	1	1
पतझडमा	5	पहिचानमा	0.0688	pəhɪcaːnəmaː	5	5
पत्नीले	1	पढ्नाले	0.0417	pəɖʰnaːleː	1	1
पत्नीले	2	पत्रले	0.0446	pʌtɾəleː	4	4
पत्नीले	3	पात्रले	0.0565	paːtɾəleː	2	2
पत्नीले	4	पन्तले	0.0595	pʌntəleː	15	15
पत्नीले	5	पान्नाले	0.0595	paːnnaːleː	1	1
पत्रिकाका	1	पत्रिकाको	0.0093	pətɾɪkaːkoː	107	107
पत्रिकाका	2	पत्रकका	0.0278	pʌtɾəkəkaː	2	2
पत्रिकाका	3	पत्रिकामा	0.0324	pətɾɪkaːmaː	15	15
पत्रिकाका	4	पैट्रिकको	0.037	pɛːʈɾɪkəkoː	2	2
पत्रिकाका	5	पत्रकको	0.037	pʌtɾəkəkoː	1	1
पदमा	1	पथमा	0.0139	pʌtʰəmaː	2	2
पदमा	2	पातमा	0.0208	paːtəmaː	7	7
पदमा	3	पदम	0.0208	pʌdəmə	6	6
पदमा	4	पलमा	0.0208	pʌləmaː	1	1
पदमा	5	पेटमा	0.0278	peːʈəmaː	19	19
पदावली	1	पिताजीले	0.0677	pɪtaːɟɪːleː	2	2
पदावली	2	पराजुली	0.0703	pəɾaːɟuliː	7	7
पदावली	3	पौडेलले	0.0755	pɔːɖeːləleː	13	13
पदावली	4	पदहरू	0.0755	pʌdəhəɾuː	2	2
पदावली	5	पाँचवटी	0.0755	pãcʌwəʈiː	1	1
पनि	1	पानी	0.0312	paːni	204	204
पनि	2	पति	0.0312	pʌtɪ	9	9
पनि	3	परि	0.0365	pʌɾɪ	6	6
पनि	4	पटि	0.0417	pʌʈɪ	5	5
पनि	5	पढि	0.0417	pʌɖʰɪ	1	1
पन्ध्र	1	१५	0.0069	pʌndɾə	137	137
पन्ध्र	2	पन्ध्रौँ	0.0139	pʌndʰɾɔ̃	5	5
पन्ध्र	3	पनिर	0.059	pʌnɪɾə	22	22
पन्ध्र	4	पर्ल	0.0729	pʌrrlə	2	2
पन्ध्र	5	पाल्ट्रो	0.0764	paːlʈɾoː	2	2
परजीवविज्ञान	1	पर्यावरणीय	0.1414	pərrjaːwəɾəɳɪːjə	3	3
परजीवविज्ञान	2	पदार्थविज्ञानी	0.1472	pədaːrrtʰəwɪɟɲaːniː	1	1
परजीवविज्ञान	3	परशुरामजीले	0.1562	pəɾəʃuɾaːməɟɪːleː	1	1
परजीवविज्ञान	4	पर्यावरणको	0.1592	pərrjaːwəɾəɳəkoː	6	6
परजीवविज्ञान	5	पर्यावरणमा	0.1592	pərrjaːwəɾəɳəmaː	2	2
परमार्थका	1	परामर्शमा	0.059	pəɾaːmʌrrʃəmaː	3	3
परमार्थका	2	परमादेशको	0.0608	pəɾəmaːdeːʃəkoː	1	1
परमार्थका	3	पारदर्शिता	0.0729	paːɾədʌrrʃɪtaː	5	5
परमार्थका	4	पासवर्डको	0.0747	paːsəwʌrrɖəkoː	2	2
परमार्थका	5	परमपिताको	0.0764	pəɾəməpɪtaːkoː	2	2
परशुरामका	1	परशुरामको	0.0069	pəɾəʃuɾaːməkoː	9	9
परशुरामका	2	परशुरामजी	0.0174	pəɾəʃuɾaːməɟiː	4	4
परशुरामका	3	परशुरामले	0.0365	pəɾəʃuɾaːməleː	43	43
परशुरामका	4	परशरीरमा	0.0729	pəɾəʃəɾɪːɾəmaː	2	2
परशुरामका	5	परियोजनाका	0.0903	pəɾɪjoːɟənaːkaː	1	1
पराबैगनी	1	परावैजनी	0.0333	pəɾaːwɛːɟəniː	2	2
पराबैगनी	2	पारावैजनी	0.0458	paːɾaːwɛːɟəniː	1	1
पराबैगनी	3	परोपकारी	0.0563	pəɾoːpəkaːɾi	1	1
पराबैगनी	4	पेलेबेगर	0.0667	peːleːbeːɡəɾə	1	1
पराबैगनी	5	परोपकार	0.0688	pəɾoːpəkaːɾə	12	12
परिचितका	1	पारिजातका	0.0333	paːɾɪɟaːtəkaː	1	1
परिचितका	2	परिचयका	0.0396	pʌɾɪcəjəkaː	1	1
परिचितका	3	परिसरका	0.05	pʌɾɪsəɾəkaː	9	9
परिचितका	4	परिचालक	0.0542	pəɾɪcaːləkə	2	2
परिचितका	5	परिपाटीका	0.0542	pəɾɪpaːʈɪːkaː	2	2
परिभाषामा	1	परिभाषाका	0.0292	pəɾɪbʰaːʂaːkaː	2	2
परिभाषामा	2	परिभाषाले	0.0312	pəɾɪbʰaːʂaːleː	12	12
परिभाषामा	3	परिभाषाको	0.0375	pəɾɪbʰaːʂaːkoː	1	1
परिभाषामा	4	परदेशमा	0.0479	pəɾədeːʃəmaː	2	2
परिभाषामा	5	परिमाणमा	0.0479	pəɾɪmaːɳəmaː	1	1
परिवर्तनशीलताको	1	परिवर्तनहरूलाई	0.0938	pəɾɪwərrtənəhəɾuːlaːi	1	1
परिवर्तनशीलताको	2	परिवर्तनसम्बन्धी	0.0958	pəɾɪwərrtənəsəmbʌndʰi	1	1
परिवर्तनशीलताको	3	पूर्वार्धतिरसम्म	0.1521	puːrrwaːrrdʰətɪɾəsʌmmə	1	1
परिवर्तनशीलताको	4	पुनर्जागरणकालका	0.1594	punərrɟaːɡəɾəɳəkaːləkaː	2	2
परिवर्तनशीलताको	5	प्रयोगकर्ताहरूको	0.1687	pɾəjoːɡəkərrtaːhəɾuːkoː	2	2
परिशिष्टांक	1	परिसम्पत्ति	0.1111	pəɾɪsəmpʌttɪ	2	2
परिशिष्टांक	2	पुरातात्त्विक	0.1215	puɾaːtaːttwɪkə	2	2
परिशिष्टांक	3	पार्किन्सन्स	0.1267	paːrrkɪnsʌnsə	1	1
परिशिष्टांक	4	पुनःउद्देश्य	0.1302	punəhʊddeːʃjə	2	2
परिशिष्टांक	5	परिसकेपछि	0.1319	pəɾɪsəkeːpəcʰɪ	3	3
परीक्षणले	1	परीक्षितले	0.0246	pəɾɪːkʂɪtəleː	1	1
परीक्षणले	2	परीक्षणमा	0.0284	pəɾɪːkʂəɳəmaː	1	1
परीक्षणले	3	परीक्षणका	0.0398	pəɾɪːkʂəɳəkaː	4	4
परीक्षणले	4	परिक्षणको	0.0436	pəɾɪkʂəɳəkoː	2	2
परीक्षणले	5	परीक्षितको	0.0644	pəɾɪːkʂɪtəkoː	3	3
परोहा	1	परेका	0.0347	pəɾeːkaː	52	52
परोहा	2	परेको	0.0486	pəɾeːkoː	140	140
परोहा	3	परेवा	0.0486	pəɾeːwaː	12	12
परोहा	4	परेमा	0.0556	pəɾeːmaː	35	35
परोहा	5	पारेका	0.0556	paːɾeːkaː	11	11
पर्दै	1	पार्दै	0.0139	paːrrdɛː	4	4
पर्दै	2	पर्नै	0.0139	pʌrrnɛː	2	2
पर्दै	3	पर्ने	0.0208	pʌrrneː	460	460
पर्दै	4	पर्दा	0.0208	pʌrrdaː	23	23
पर्दै	5	पर्थे	0.0208	pʌrrtʰeː	2	2
पर्यटकहरूले	1	पर्यटकहरूमा	0.0195	pərrjəʈəkəhəɾuːmaː	3	3
पर्यटकहरूले	2	पर्यटकहरूका	0.0273	pərrjəʈəkəhəɾuːkaː	8	8
पर्यटकहरूले	3	पर्यटकहरूको	0.0273	pərrjəʈəkəhəɾuːkoː	7	7
पर्यटकहरूले	4	पर्यटकहरुका	0.0326	pʌrrjəʈəkəhəɾukaː	1	1
पर्यटकहरूले	5	पर्यटकहरूलाई	0.0588	pərrjəʈəkəhəɾuːlaːi	6	6
पर्वतशृङ्खलाले	1	पत्रपत्रिकाहरूमा	0.1389	pətɾəpətɾɪkaːhəɾuːmaː	3	3
पर्वतशृङ्खलाले	2	पत्रपत्रिकाहरू	0.1422	pətɾəpətɾɪkaːhəɾuː	2	2
पर्वतशृङ्खलाले	3	पर्यटकहरूले	0.1471	pərrjəʈəkəhəɾuːleː	8	8
पर्वतशृङ्खलाले	4	पुस्तकालयहरूमा	0.1556	pustəkaːləjəhəɾuːmaː	4	4
पर्वतशृङ्खलाले	5	पर्यवेक्षकहरू	0.1556	pərrjəweːkʂəkəhəɾuː	1	1
पलाएको	1	पलाएका	0.0119	pəlaːeːkaː	1	1
पलाएको	2	पढाएको	0.0298	pəɖʰaːeːkoː	1	1
पलाएको	3	पठाएको	0.0357	pəʈʰaːeːkoː	7	7
पलाएको	4	पठाएका	0.0476	pəʈʰaːeːkaː	13	13
पलाएको	5	पढाइको	0.0476	pəɖʰaːɪkoː	6	6
पशुपति	1	पछिपछि	0.0729	pʌcʰɪpəcʰɪ	3	3
पशुपति	2	पाँचपछि	0.0729	pãcʌpəcʰɪ	1	1
पशुपति	3	पशुहरू	0.0755	pʌʃuhəɾuː	12	12
पशुपति	4	परपोती	0.0807	pəɾəpoːti	1	1
पशुपति	5	पेटभरि	0.0807	peːʈəbʰəɾɪ	1	1
पश्चिममा	1	पश्चिमका	0.0292	pʌʃʃcɪməkaː	9	9
पश्चिममा	2	पश्चिमको	0.0375	pʌʃʃcɪməkoː	8	8
पश्चिममा	3	पश्चिमाको	0.0542	pəʃʃcɪmaːkoː	1	1
पश्चिममा	4	पश्चिमेली	0.0563	pəʃʃcɪmeːli	1	1
पश्चिममा	5	पटिगनमा	0.075	pʌʈɪɡənəmaː	2	2
पस्ने	1	पस्न	0.025	pʌsnə	13	13
पस्ने	2	पत्नी	0.0333	pʌtni	50	50
पस्ने	3	पास्नी	0.0333	paːsni	1	1
पस्ने	4	पढ्ने	0.0417	pʌɖʰneː	21	21
पस्ने	5	पाल्ने	0.05	paːlneː	16	16
पहिरनभन्दा	1	परिमाणभन्दा	0.0529	pəɾɪmaːɳəbʰʌndaː	1	1
पहिरनभन्दा	2	पटकथाभन्दा	0.0689	pəʈəkətʰaːbʰʌndaː	1	1
पहिरनभन्दा	3	परिसरभित्रै	0.0849	pəɾɪsəɾəbʰɪtɾɛː	1	1
पहिरनभन्दा	4	पिरोलिरहन्थे	0.1026	pɪɾoːlɪɾəhʌntʰeː	1	1
पहिरनभन्दा	5	प्रचलितभन्दा	0.1027	pɾəcəlɪtəbʰʌndaː	2	2
पहेँला	1	पहेँलो	0.0139	pəhẽloː	21	21
पहेँला	2	पहिला	0.0278	pʌhɪlaː	80	77
पहेँला	3	पहेले	0.0278	pəheːleː	1	1
पहेँला	4	पहेलो	0.0278	pəheːloː	1	1
पहेँला	5	पहिलो	0.0417	pʌhɪloː	559	558
पाइएका	1	पाइएको	0.0139	paːɪʲeːkoː	33	33
पाइएका	2	पाइएता	0.0312	paːɪʲeːtaː	4	4
पाइएका	3	पारेका	0.0417	paːɾeːkaː	11	11
पाइएका	4	पालेका	0.0451	paːleːkaː	5	5
पाइएका	5	पाइएमा	0.0486	paːɪʲeːmaː	2	2
पाइहाल्नु	1	पाइलाहरू	0.1319	paːɪlaːhəɾuː	2	2
पाइहाल्नु	2	पाइहाल्थे	0.1435	paːɪhaːltʰeː	3	3
पाइहाल्नु	3	प्रहारको	0.1435	pɾəhaːɾəkoː	1	1
पाइहाल्नु	4	पाइपलाइन	0.1481	paːɪpəlaːɪn	2	2
पाइहाल्नु	5	पाइलटको	0.1481	paːɪləʈəkoː	1	1
पाउनुहुन्छ	1	पाउनुहुनेछ	0.0833	paːʊnuhuneːcʰə	6	6
पाउनुहुन्छ	2	पाउनुभएको	0.0979	paːʊnubʰəeːkoː	12	12
पाउनुहुन्छ	3	पाउनेभन्दा	0.0979	paːʊneːbʰʌndaː	2	2
पाउनुहुन्छ	4	पाउनुभएन	0.1083	paːʊnubʰəeːnə	1	1
पाउनुहुन्छ	5	पाण्डुपुत्र	0.1167	paːɳɖuputɾə	1	1
पाकिस्तानको	1	पाकिस्तानका	0.0076	paːkɪstaːnəkaː	8	8
पाकिस्तानको	2	पाकिस्तानमा	0.0341	paːkɪstaːnəmaː	4	4
पाकिस्तानको	3	पाकिस्तानले	0.0398	paːkɪstaːnəleː	5	5
पाकिस्तानको	4	पुरस्कारको	0.0871	puɾəskaːɾəkoː	22	22
पाकिस्तानको	5	परिश्रमको	0.0871	pəɾɪʃɾəməkoː	4	4
पाङ्ग्रा	1	पाङ्ग्रे	0.0139	paːŋɡɾeː	4	4
पाङ्ग्रा	2	पाखुरा	0.0764	paːkʰuɾaː	8	8
पाङ्ग्रा	3	पोखरा	0.0833	poːkʰəɾaː	106	105
पाङ्ग्रा	4	पाङमा	0.0833	paːŋəmaː	5	5
पाङ्ग्रा	5	पहरा	0.0833	pʌhəɾaː	4	4
पाटीको	1	पाटीका	0.0139	paːʈɪːkaː	2	2
पाटीको	2	पापीको	0.0243	paːpɪːkoː	7	7
पाटीको	3	पानीको	0.0278	paːnɪːkoː	80	80
पाटीको	4	पातको	0.0278	paːtəkoː	26	26
पाटीको	5	पतिको	0.0278	pʌtɪkoː	14	14
पाठ्य	1	पद्य	0.0417	pʌdjə	4	4
पाठ्य	2	पढ्यो	0.05	pʌɖʰjoː	2	2
पाठ्य	3	पात्र	0.0583	paːtɾə	42	42
पाठ्य	4	पढ्छ	0.0667	pʌɖʰcʰə	2	2
पाठ्य	5	पस्यौ	0.0667	pʌsjɔː	1	1
पातका	1	पातको	0.0139	paːtəkoː	26	26
पातका	2	पदका	0.0208	pʌdəkaː	5	5
पातका	3	पटका	0.0208	pʌʈəkaː	1	1
पातका	4	पेटका	0.0208	peːʈəkaː	1	1
पातका	5	पाटीका	0.0278	paːʈɪːkaː	2	2
पादरीबाट	1	पोखरीबाट	0.0394	poːkʰəɾɪːbaːʈ	1	1
पादरीबाट	2	पनौतीबाट	0.0532	pənɔːtɪːbaːʈ	4	4
पादरीबाट	3	पोखराबाट	0.0579	poːkʰəɾaːbaːʈ	8	8
पादरीबाट	4	पटनाबाट	0.0579	pəʈənaːbaːʈ	4	4
पादरीबाट	5	पाटनमास	0.0625	paːʈənəmaːs	1	1
पापड	1	पाचन	0.05	paːcən	8	8
पापड	2	पकड	0.05	pʌkəɖ	6	6
पापड	3	पाटन	0.0542	paːʈən	21	21
पापड	4	पतन	0.0625	pʌtən	24	24
पापड	5	पाठन	0.0625	paːʈʰən	4	4
पारसलाई	1	पुरुषलाई	0.0463	puɾuʂəlaːi	2	2
पारसलाई	2	पाटनलाई	0.0486	paːʈənəlaːi	3	3
पारसलाई	3	पुरूषलाई	0.0509	puɾuːʂəlaːi	2	2
पारसलाई	4	पार्टिलाई	0.0556	paːrrʈɪlaːi	1	1
पारसलाई	5	पार्नलाई	0.0556	paːrrnəlaːi	1	1
पारेपछि	1	परेपछि	0.0156	pəɾeːpəcʰɪ	1	1
पारेपछि	2	पाकेपछि	0.0417	paːkeːpəcʰɪ	17	17
पारेपछि	3	पाँचपछि	0.0573	pãcʌpəcʰɪ	1	1
पारेपछि	4	पुगेपछि	0.0625	puɡeːpəcʰɪ	17	17
पारेपछि	5	पालादेखि	0.0625	paːlaːdeːkʰɪ	2	2
पार्टीमाथिको	1	पार्टनरका	0.0625	paːrrʈənəɾəkaː	1	1
पार्टीमाथिको	2	पूर्णिमादेखि	0.0677	puːrrɳɪmaːdeːkʰɪ	3	3
पार्टीमाथिको	3	पार्टीहरूको	0.0677	paːrrʈɪːhəɾuːkoː	2	2
पार्टीमाथिको	4	पूर्णिमापछि	0.0729	puːrrɳɪmaːpəcʰɪ	3	3
पार्टीमाथिको	5	पार्टीसँगको	0.0729	paːrrʈɪːʃʌ̃ɡʌkoː	2	2
पालनमा	1	पाटनमा	0.026	paːʈənəmaː	4	4
पालनमा	2	पाठनमा	0.0312	paːʈʰənəmaː	1	1
पालनमा	3	पसलमा	0.0469	pʌsələmaː	4	4
पालनमा	4	पहलमा	0.0547	pʌhələmaː	12	12
पालनमा	5	पनिरमा	0.0547	pʌnɪɾəmaː	3	3
पाल्पाकै	1	पाल्पाको	0.0179	paːlpaːkoː	19	19
पाल्पाकै	2	पाल्पामा	0.0595	paːlpaːmaː	13	13
पाल्पाकै	3	पुल्चोक	0.0714	pulcoːkə	4	4
पाल्पाकै	4	पालिएको	0.0774	paːlɪʲeːkoː	2	2
पाल्पाकै	5	पालिएका	0.0774	paːlɪʲeːkaː	1	1
पिँधेर	1	पढेर	0.0347	pəɖʰeːɾə	25	25
पिँधेर	2	पिनेर	0.0347	pɪneːɾə	25	25
पिँधेर	3	पिटेर	0.0347	pɪʈeːɾə	3	3
पिँधेर	4	पिसेर	0.0417	pɪseːɾə	5	5
पिँधेर	5	पीसेर	0.0486	pɪːseːɾə	2	2
पिजन	1	पूजन	0.0417	puːɟən	1	1
पिजन	2	पाचन	0.05	paːcən	8	8
पिजन	3	पुगिन्	0.0583	puɡɪn	8	8
पिजन	4	पिपल	0.0583	pɪpəl	2	2
पिजन	5	पकान	0.0583	pəkaːn	1	1
पिताको	1	पिताका	0.0139	pɪtaːkaː	10	10
पिताको	2	पीडाको	0.0208	pɪːɖaːkoː	1	1
पिताको	3	पैसाको	0.0278	pɛːsaːkoː	8	8
पिताको	4	पिठोको	0.0278	pɪʈʰoːkoː	3	3
पिताको	5	पिडोको	0.0278	pɪɖoːkoː	3	3
पित्तलाई	1	पन्तलाई	0.026	pəntəlaːi	2	2
पित्तलाई	2	पिण्डलाई	0.0339	pɪɳɖəlaːi	8	8
पित्तलाई	3	पितृलाई	0.0391	pɪtɾɪlaːiː	4	4
पित्तलाई	4	पोस्टलाई	0.0417	poːsʈəlaːi	3	3
पित्तलाई	5	पढ्नलाई	0.0417	pəɖʰnəlaːi	2	2
पिरो	1	पिरे	0.0208	pɪɾeː	3	3
पिरो	2	पिलो	0.026	pɪloː	2	2
पिरो	3	पिर	0.0312	pɪɾə	5	5
पिरो	4	परे	0.0521	pʌɾeː	40	40
पिरो	5	पारो	0.0521	paːɾoː	2	2
पीडामा	1	पिठोमा	0.0347	pɪʈʰoːmaː	2	2
पीडामा	2	पीठमा	0.0347	pɪːʈʰəmaː	2	2
पीडामा	3	पेटमा	0.0417	peːʈəmaː	19	19
पीडामा	4	पढेमा	0.0417	pəɖʰeːmaː	1	1
पीडामा	5	पनामा	0.0417	pənaːmaː	1	1
पुगीसकेको	1	पुगिसकेको	0.0042	puɡɪsəkeːkoː	11	11
पुगीसकेको	2	पुगिसकेका	0.0125	puɡɪsəkeːkaː	2	2
पुगीसकेको	3	पसिसकेका	0.0604	pəsɪsəkeːkaː	2	2
पुगीसकेको	4	पढिरहेका	0.0792	pəɖʰɪɾəheːkaː	5	5
पुगीसकेको	5	परिरहेको	0.0813	pəɾɪɾəheːkoː	9	9
पुग्नुभएको	1	पुग्नुभएका	0.0083	puɡnubʰəeːkaː	1	1
पुग्नुभएको	2	पढ्नुभएको	0.0354	pəɖʰnubʰəeːkoː	3	3
पुग्नुभएको	3	पढ्नुभएका	0.0437	pəɖʰnubʰəeːkaː	2	2
पुग्नुभएको	4	पाउनुभएको	0.0458	paːʊnubʰəeːkoː	12	12
पुग्नुभएको	5	पाउनुभएन	0.0896	paːʊnubʰəeːnə	1	1
पुण्यमाता	1	पुण्यमती	0.0324	puɳjəməti	2	2
पुण्यमाता	2	पुण्डेमाता	0.0394	puɳɖeːmaːtaː	1	1
पुण्यमाता	3	पुण्यवती	0.0648	puɳjəwəti	4	4
पुण्यमाता	4	पुण्यखोला	0.0648	puɳjəkʰoːlaː	1	1
पुण्यमाता	5	पञ्चमले	0.0833	pʌɲcəməleː	1	1
पुनरनवेदन	1	पुनर्जागरण	0.0913	punərrɟaːɡəɾəɳ	1	1
पुनरनवेदन	2	पुनर्निर्माण	0.1058	punərrnɪrrmaːɳ	2	2
पुनरनवेदन	3	पुनर्निर्मित	0.1074	punərrnɪrrmɪt	1	1
पुनरनवेदन	4	पुगमालिकाबाट	0.1218	puɡəmaːlɪkaːbaːʈ	1	1
पुनरनवेदन	5	परशुनारायण	0.125	pəɾəʃunaːɾaːjəɳ	3	3
पुप्फिया	1	पुस्तिका	0.0774	pustɪkaː	4	4
पुप्फिया	2	पुच्छर	0.0952	puccʰəɾə	8	8
पुप्फिया	3	पुष्पले	0.0952	puʂpəleː	3	3
पुप्फिया	4	पुष्टिको	0.1012	puʂʈɪkoː	4	4
पुप्फिया	5	पुत्रका	0.1042	putɾəkaː	3	3
पुरानकोट	1	पुरानीकोट	0.0139	puɾaːnɪːkoːʈ	3	3
पुरानकोट	2	पठानकोट	0.0486	pəʈʰaːnəkoːʈ	1	1
पुरानकोट	3	पूर्णकाश	0.0718	puːrrɳəkaːʃ	1	1
पुरानकोट	4	पिपलकोट	0.0787	pɪpələkoːʈ	7	7
पुरानकोट	5	पूजनपाठ	0.0787	puːɟənəpaːʈʰ	3	3
पुरेतहरूको	1	पुराणहरूको	0.0226	puɾaːɳəhəɾuːkoː	4	4
पुरेतहरूको	2	पुरूषहरूको	0.0243	puɾuːʂəhəɾuːkoː	1	1
पुरेतहरूको	3	पुरुषहरूको	0.0278	puɾuʂəhəɾuːkoː	6	6
पुरेतहरूको	4	पुराणहरूका	0.0295	puɾaːɳəhəɾuːkaː	2	2
पुरेतहरूको	5	पुरुषहरूका	0.0347	puɾuʂəhəɾuːkaː	3	3
पुर्याउनुपर्ने	1	पूर्वाग्रहहरू	0.1222	puːrrwaːɡɾəhəhəɾuː	1	1
पुर्याउनुपर्ने	2	पूर्वमहामन्त्री	0.125	puːrrwmʌhaːməntɾi	2	2
पुर्याउनुपर्ने	3	पदयात्रामार्ग	0.1333	pədəjaːtɾaːmaːrrɡə	3	3
पुर्याउनुपर्ने	4	पूर्वनिर्धारक	0.1444	puːrrwnɪrrdʰaːɾəkə	1	1
पुर्याउनुपर्ने	5	प्रत्यक्षतर्फ	0.1486	pɾətːjəkʂətʌrrpʰə	4	4
पुषा	1	पुसे	0.0312	puseː	3	3
पुषा	2	पुथा	0.0417	putʰaː	1	1
पुषा	3	पुरा	0.0573	puɾaː	90	90
पुषा	4	पुजा	0.0573	puɟaː	1	1
पुषा	5	पेशा	0.0625	peːʃaː	5	5
पुस्तकसमेत	1	पत्रकारमाझ	0.0885	pətɾəkaːɾəmaːɟʰ	2	2
पुस्तकसमेत	2	पाठकसमेत	0.1024	paːʈʰəkəsəmeːt	1	1
पुस्तकसमेत	3	पितृहरूबाट	0.1042	pɪtɾɪhəɾuːbaːʈ	2	2
पुस्तकसमेत	4	पात्रहरूबीच	0.1094	paːtɾəhəɾuːbɪːc	1	1
पुस्तकसमेत	5	पुस्तकैपिच्छे	0.1111	pustəkɛːpɪccʰeː	1	1
पूजा	1	पुजा	0.0104	puɟaː	1	1
पूजा	2	पुगे	0.0417	puɡeː	65	65
पूजा	3	पोका	0.0417	poːkaː	2	2
पूजा	4	पुँजी	0.0521	pũɟiː	7	7
पूजा	5	पूँजी	0.0521	pũɟiː	6	6
पूर्णतालाई	1	पूर्णकालीन	0.0644	puːrrɳəkaːlɪːn	15	15
पूर्णतालाई	2	पूर्णकालिन	0.0682	puːrrɳəkaːlɪn	1	1
पूर्णतालाई	3	पुरोहितलाई	0.0795	puɾoːhɪtəlaːi	3	3
पूर्णतालाई	4	पर्खाललाई	0.0871	pərrkʰaːləlaːi	3	3
पूर्णतालाई	5	परिणामलाई	0.089	pəɾɪɳaːməlaːi	8	8
