word	freq	n_utts	n_speakers
दिगविन्दु	2	2	2
दिङरी	2	2	2
दिदीबहिनीसँग	2	2	2
दिदीबाट	2	2	2
दिदै	2	2	2
दिनभन्दा	2	2	2
दिनसँग	2	2	2
दिनसमेत	2	2	2
दिनसम्मका	2	2	2
दिनहरु	2	2	2
दिनै	2	2	2
दिनैपिच्छे	2	2	2
दिन्थिन्	2	2	2
दिपक	2	2	2
दिपाङ	2	2	2
दिपेन्द्रको	2	2	2
दिम	2	2	2
दिमागले	2	2	2
दिमेश	2	2	2
दियालेको	2	2	2
दिर्बुङ	2	2	2
दिलचस्पी	2	2	2
दिलाउँदैनन्	2	2	2
दिलाए	2	2	2
दिलाएर	2	2	2
दिलायका	2	2	2
दिवसका	2	2	2
दिव्	2	2	2
दिशातर्फ	2	2	2
दिशामध्ये	2	2	2
दिशालाई	2	2	2
दिशाहीन	2	2	2
दिसाबाट	2	2	2
दिेएको	2	2	2
दीक्षान्त	2	2	2
दीन	2	2	2
दीर्घकालिक	2	2	2
दीर्घकालीन	2	2	2
दीर्घतरङ्ग	2	2	2
दु	2	2	2
दुःखमाथि	2	2	2
दुआ	2	2	2
दुईओटा	2	2	2
दुईचोटि	2	2	2
दुईटैबाट	2	2	2
दुखका	2	2	2
दुखमुक्त	2	2	2
दुखाउनु	2	2	2
दुखेकोमा	2	2	2
दुख्दैन	2	2	2
दुगुनागढी	2	2	2
दुधबाट	2	2	2
दुनियाका	2	1	1
दुनियालाई	2	2	2
दुनियासँग	2	2	2
दुब	2	2	2
दुबिडाँडा	2	2	2
दुबी	2	2	2
दुबैतर्फ	2	2	2
दुबैतिर	2	2	2
दुम्कीवाससम्म	2	2	2
दुम्जाबाट	2	2	2
दुर्इ	2	2	2
दुर्गाचार्य	2	2	2
दुर्गाभवानी	2	2	2
दुर्गाहरी	2	2	2
दुर्घटनादेखि	2	2	2
दुर्घटनाले	2	2	2
दुर्घटनाहरूलाई	2	2	2
दुर्दिम्बा	2	2	2
दुर्बल	2	2	2
दुर्भाग्यवश	2	2	2
दुर्भाग्यवस	2	2	2
दुर्योधनको	2	2	2
दुर्लुङ	2	2	2
दुर्लुङको	2	2	2
दुलीको	2	2	2
दुले	2	2	2
दुवरकोट	2	2	2
दुवाचौर	2	2	2
दुवैजना	2	2	2
दुश्मन	2	2	2
दुश्मनीको	2	2	2
दुश्यन्त	2	2	2
दुष्कर्मको	2	2	2
दुष्प्रवृत्ति	2	2	2
दुष्यन्तका	2	2	2
दुस्मन	2	2	2
दुहागडी	2	2	2
दुहाबी	2	2	2
दुहाबीको	2	2	2
दूतकाव्य	2	2	2
दूतावासका	2	2	2
दूरबिन	2	2	2
दूरबिनमा	2	2	2
दूरबीन	2	2	2
दूरबीनहरू	2	2	2
दूरसञ्चारको	2	2	2
दूरीदेखि	2	2	2
दूरीलाई	2	2	2
दृढता	2	2	2
दृश्यको	2	2	2
दृश्यजगत्	2	2	2
दृश्यलाई	2	2	2
दृश्यहरूका	2	2	2
दृश्यहरूको	2	2	2
दृष्टान्त	2	2	2
दृष्टिका	2	2	2
दृष्टिबिन्दुकै	2	2	2
दृष्टिविहीनहरूलाई	2	2	2
दृष्यकलाको	2	2	2
देउताका	2	2	2
देउरा	2	2	2
देखरेख	2	2	2
देखाइँदै	2	2	2
देखाइदिने	2	2	2
देखाइयो	2	2	2
देखाइहाल्ने	2	2	2
देखाउँछु	2	2	2
देखाउनको	2	2	2
देखाउनुभयो	2	2	2
देखाउनुहुन्छ	2	2	2
देखाएपछि	2	2	2
देखापरिन्	2	2	2
देखिँदा	2	2	2
देखिइन्	2	2	2
देखिका	2	2	2
देखिनुका	2	2	2
देखिन्थे	2	2	2
देखिहाल्नुभयो	2	2	2
देख्दछु	2	2	2
देख्दछौँ	2	2	2
देख्दैन	2	2	2
देख्नेछ	2	2	2
देब्रे	2	2	2
देवकार्यमा	2	2	2
देवकुमारी	2	2	2
देवगणले	2	2	2
देवगुरु	2	2	2
देवदूत	2	2	2
देवपुर	2	2	2
देवलमा	2	2	2
देवलहरूका	2	2	2
देवस्तुतिका	2	2	2
देवाली	2	1	1
देवीकुमारीको	2	2	2
देवीघाटमा	2	2	2
देवीचन्द्रलाई	2	2	2
देवीदेवताहरूको	2	2	2
देवीसँग	2	2	2
देशकारूपमा	2	2	2
देशप्रेमी	2	2	2
देशबासीहरू	2	2	2
देशभक्त	2	2	2
देशभरी	2	2	2
देशविदेश	2	2	2
देशहरुले	2	2	2
देशहरूमध्ये	2	2	2
देशी	2	2	2
देसो	2	2	2
देहान्त	2	2	2
दैलेखका	2	2	2
दैलेखमा	2	2	2
दैवज्ञ	2	2	2
दोङ	2	2	2
दोचा	2	2	2
दोदोमा	2	2	2
दोब्बर	2	2	2
दोब्रु	2	2	2
दोभानदेखि	2	2	2
दोलनबाट	2	2	2
दोविल्ला	2	2	2
दोषपूर्ण	2	2	2
दोषरहित	2	2	2
दोषारोपण	2	2	2
दोषीलाई	2	2	2
दोसाँधमा	2	2	2
दोसाधमा	2	2	2
दोस्री	2	2	2
दोस्रोदेखि	2	2	2
दोहरिरहन्छ	2	2	2
दोहर्याइन्	2	2	2
दोहोरी	2	2	2
दोहोर्याई	2	2	2
दोहोर्याउने	2	2	2
दौंतरी	2	2	2
दौत्य	2	2	2
दौरानमा	2	2	2
दौलतपुर	2	2	2
दौलतबिक्रम	2	2	2
द्रङ्ग	2	2	2
द्रविड	2	2	2
द्रोणबाट	2	2	2
द्रोणाचार्य	2	2	2
द्रोहको	2	2	2
द्रौपदीको	2	2	2
द्वापरयुगमा	2	2	2
द्वारका	2	2	2
द्वारिका	2	2	2
द्वारिकास्थित	2	2	2
द्वीपका	2	2	2
द्वीपलाई	2	2	2
द्वीपसमूहको	2	2	2
द्वीपसमूहमा	2	2	2
द्वीपहरूमा	2	2	2
धजाका	2	2	2
धनकुमार	2	2	2
धनगढीमा	2	2	2
धनजी	2	2	2
धनपुर	2	2	2
धनबज्र	2	2	2
धनराज	2	2	2
धनवाङ	2	2	2
धनात्मक	2	2	2
धनार्जन	2	2	2
धनीलाई	2	2	2
धनीलाल	2	2	2
धनुषबाट	2	2	2
धनुषले	2	2	2
धनुषहरूको	2	2	2
धनेश	2	2	2
धन्न	2	2	2
धन्यवादको	2	2	2
धन्याबाद	2	2	2
धन्याम्	2	2	2
धब्बा	2	2	2
धब्बायुक्त	2	2	2
धमिलो	2	2	2
धरणीधर	2	2	2
धरतीका	2	2	2
धरपकड	2	2	2
धरहराको	2	2	2
धराधाममा	2	2	2
धरानदेखि	2	2	2
धरानमा	2	2	2
धरावासीद्वारा	2	2	2
धरै	2	2	2
धरोधर्म	2	2	2
धरोहरका	2	2	2
धरौटी	2	2	2
धर्का	2	2	2
धर्के	2	2	2
धर्मकै	2	2	2
धर्मगुरु	2	2	2
धर्मगुरू	2	2	2
धर्मग्रन्थका	2	2	2
धर्मग्रन्थको	2	2	2
धर्मग्रन्थहरूका	2	2	2
धर्मग्रन्थहरूमा	2	2	2
धर्मदर्शन	2	2	2
धर्मदासको	2	2	2
धर्मदासले	2	2	2
धर्मपरायण	2	2	2
धर्मपाल	2	2	2
धर्मपुत्रपुत्री	2	2	2
धर्मभिरू	2	2	2
धर्मशालाहरू	2	2	2
धर्मशास्त्रको	2	2	2
धर्मशास्त्रमा	2	2	2
धर्मसँग	2	2	2
धर्मसुधारक	2	2	2
धर्मसुधारमा	2	2	2
धर्सैधर्साको	2	2	2
धवलागिरि	2	2	2
धाइहरूलाई	2	2	2
धाउनुपर्ने	2	2	2
धातुका	2	2	2
धातुदेखि	2	2	2
धातुमा	2	2	2
धातुयोग	2	2	2
धातुहरूलाई	2	2	2
धादिङको	2	2	2
धान्न	2	2	2
धापा	2	2	2
धामको	2	2	2
धामबाट	2	2	2
धारणाहरू	2	2	2
धारमा	2	2	2
धारलाई	2	2	2
धारले	2	2	2
धारहरूलाई	2	2	2
धाराहरूमा	2	2	2
धारिला	2	2	2
धार्नी	2	2	2
धार्नीको	2	2	2
धार्मिकस्थल	2	2	2
धियाल	2	2	2
धुन्धुकारीका	2	2	2
धुप	2	2	2
धुबरी	2	2	2
धुमधामका	2	2	2
धुमधामकासाथ	2	2	2
धुरन्धर	2	2	2
धुरा	2	2	2
धुर्कोट	2	2	2
धुर्रधुर्र	2	2	2
धुलोसहितको	2	2	2
धुवाई	2	2	1
धुस्कुन	2	2	2
धुस्तुङ्गमा	2	2	2
धृतराष्ट्रको	2	2	2
धृतराष्ट्रले	2	2	2
धेरथोर	2	2	2
धेरैजनाले	2	2	2
धैर्यता	2	2	2
धोबीको	2	2	2
धोयीको	2	2	2
धौतपाप	2	2	2
धौतोदन	2	2	2
धौधौ	2	2	2
धौलागिरीदेखि	2	2	2
ध्यानको	2	2	2
ध्यानमग्न	2	2	2
ध्येयका	2	2	2
ध्रुवको	2	2	2
ध्रुवमा	2	2	2
ध्वजा	2	2	2
ध्वजारोहण	2	2	2
ध्वनिमा	2	2	2
ध्वनीको	2	2	2
नँया	2	2	2
नआउँदै	2	2	2
नकाटीन	2	2	2
नकाबनृत्य	2	2	2
नकार्दै	2	2	2
नकुलको	2	2	2
नकुलले	2	2	2
नक्काशी	2	2	2
नक्षत्रमध्ये	2	2	2
नक्सामा	2	2	2
नक्सालको	2	2	2
नक्साले	2	2	2
नखाई	2	2	2
नखानुहोस्	2	2	2
नखानेबाट	2	2	2
नखेल	2	2	2
नगएर	2	2	2
नगरहरू	2	2	2
नगरहरूको	2	2	2
नगरहरूमा	2	2	2
नगरिकन	2	2	2
नगरीको	2	2	2
नगरे	2	2	2
नगरेका	2	2	2
नगर्दै	2	2	2
नगर्नेले	2	2	2
नगारिक	2	2	2
नचारु	2	2	2
नचाहने	2	2	2
नचाही	2	2	2
नचाहे	2	2	2
नछिर्ने	2	2	2
नछोडेमा	2	2	2
नछोड्नुहोला	2	2	2
नजरबन्दको	2	2	2
नजाऊ	2	2	2
नजिकैमा	2	2	2
नजीक	2	2	2
नजोडी	2	2	2
नठोसी	2	2	2
नतिजालाई	2	2	2
नदि	2	2	2
नदिएका	2	2	2
नदिएसम्म	2	2	2
नदिन	2	2	2
नदिनाले	2	2	2
नदिया	2	2	2
नदीदेखि	2	2	2
नदीमाथि	2	2	2
नदीहरूले	2	2	2
नदेखिएकोले	2	2	2
नदेखियोस्	2	2	2
नन	2	2	2
नपच्ला	2	2	2
नपस्ने	2	2	2
नपाई	2	2	2
नपाएकोले	2	2	2
नपाएपछि	2	2	2
नपुगेका	2	2	2
नपुर्याई	2	2	2
नफसी	2	2	2
नफिसा	2	2	2
नफुल्ने	2	2	2
नबजाई	2	2	2
नबढी	2	2	2
नबस्नु	2	2	2
नबस्नू	2	2	2
नबाताइन्स	2	2	2
नबिनको	2	2	2
नबिहरूको	2	2	2
नबुझेर	2	2	2
नब्बे	2	2	2
नभइकन	2	2	2
नभइसकेको	2	2	2
नभएकोतर्फ	2	2	2
नभएता	2	2	2
नभेटिएपछि	2	2	2
नमरी	2	2	2
नमाजपश्चात्	2	2	2
नमानिदिनुहोला	2	2	2
नमान्नुहोस्	2	2	2
नमान्नेहरूलाई	2	2	2
नमारोस्	2	2	2
नमार्न	2	2	2
नमिलेर	2	2	2
नमोबुद्ध	2	2	2
नमोस्तुते	2	2	2
नम्बरका	2	2	2
नम्बरको	2	2	2
नम्बरबाट	2	2	2
नम्बरसम्म	2	2	2
नयाँबजारका	2	2	2
नयाँबस्ती	2	2	2
नयाँभाव	2	2	2
नरकासुरको	2	2	2
नरबहादुर	2	2	2
नरभूपाल	2	2	2
नरसंहारका	2	2	2
नरसिंहभक्त	2	2	2
नरहरिनाथले	2	2	2
नरहेको	2	2	2
नरहेकोले	2	2	2
नरहोस्	2	2	2
नराखीकन	2	2	2
नराखौं	2	2	2
नरिवलफल	2	2	2
नरिवललाई	2	2	2
नरेन्द्रलक्ष्मीसँग	2	2	2
नरेशलाई	2	2	2
नरोकिदा	2	2	2
नर्कमा	2	2	2
नर्तकहरूको	2	2	2
नर्भिक	2	2	2
नर्सरी	2	2	2
नर्सहरूको	2	2	2
नलागेको	2	2	2
नलागेमा	2	2	2
नलिएका	2	2	2
नलिएकी	2	2	2
नलेनले	2	2	2
नल्याएको	2	2	2
नवप्रकारहरू	2	2	2
नवप्रयोगहरूका	2	2	2
नवराज	2	2	2
नवरात्रका	2	2	2
नवलपुर	2	2	2
नवाजुद्दिन	2	2	2
नवीनकै	2	2	2
नवीनतम	2	2	2
नवै	2	2	2
नशालु	2	2	2
नसकिए	2	2	2
नसके	2	2	2
नसकेका	2	2	2
नसक्नेहरू	2	2	2
नसमाती	2	2	2
नसम्झ	2	2	2
नसाउ	2	2	2
नसाजस्ता	2	2	2
नसुने	2	2	2
नसुनेका	2	2	2
नसुहाएको	2	2	2
नस्लको	2	2	2
नहर	2	2	2
नहरभादरा	2	2	2
नहुँदै	2	2	2
नहुनुको	2	2	2
नहुनेहरूले	2	2	2
नाइटोमै	2	2	2
नाइट्रोजन	2	2	2
नाउँडाँडा	2	2	2
नाकैमा	2	2	2
नागकेशरी	2	2	2
नागदोष	2	2	2
नागराजकी	2	2	2
नागरिकले	2	2	2
नागरिकहरूका	2	2	2
नागरीक	2	2	2
नागरीका	2	2	2
नाघिसकेको	2	2	2
नाचका	2	2	2
नाचघर	2	2	2
नाचहरूको	2	2	2
नाचहरूभन्दा	2	2	2
नाचे	2	2	2
नाच्दा	2	2	2
नाछिरिङ	2	2	2
नाजिआको	2	2	2
नाजी	2	2	2
नाटकका	2	2	2
नाटकीयताका	2	2	2
नाट्यशास्त्रमा	2	2	2
नाडी	2	2	2
नाडीमध्ये	2	2	2
नातागोतालाई	2	2	2
नातागोताले	2	2	2
नातिनातिना	2	2	2
नाती	2	2	2
नातेदारहरूको	2	2	2
नातेदारहरूले	2	2	2
नानीलाई	2	2	2
नाफामूलक	2	2	2
नामजुङ	2	2	2
नामपछाडि	2	2	2
नामपुद्रिको	2	2	2
नामबाटै	2	2	2
नामयोगीमा	2	2	2
नामासारी	2	2	2
नायव	2	2	2
नारकीय	2	2	2
नारङ्गी	2	2	2
नाराजगी	2	2	2
नारायणगोपाल	2	2	2
नारायणनले	2	2	2
नारीकोट	2	2	2
नारीदाङ्ग	2	2	2
नारीलाई	2	2	2
नारीवादी	2	2	2
नारीहरूको	2	2	2
नारीहरूलाई	2	2	2
नारीहरूले	2	2	2
नालदुम	2	2	2
नाला	2	2	2
नालिबेलिको	2	2	2
नाविक	2	2	2
नासाले	2	2	2
नासिने	2	2	2
नासो	2	2	2
नि?	2	2	2
निकटका	2	2	2
निकायका	2	2	2
निकायबाटै	2	2	2
निकायहरूमार्फत	2	2	2
निकालिदेऊ	2	2	2
निकाल्छ	2	2	2
निकाल्छन्	2	2	2
निकोबार	2	2	2
निकोलस	2	2	2
निकोला	2	2	2
निक्ले	2	2	2
निक्लेका	2	2	2
निक्लेपछि	2	2	2
निक्सन	2	2	2
निगमद्वारा	2	2	2
निगमले	2	2	2
निगाली	2	2	2
निचोड	2	2	2
निजगढका	2	2	2
नितम्बको	2	2	2
नित्यचण्डेश्वरीबाट	2	2	2
नित्यराज	2	2	2
निन्द्राबाट	2	2	2
निपत्रका	2	2	2
निबन्धबाट	2	2	2
निबन्धभित्र	2	2	2
निबन्धले	2	2	2
निबन्धसङ्ग्रह	2	2	2
निबन्धसङ्ग्रहका	2	2	2
निभाउनको	2	2	2
निभाएको	2	2	2
निभ्न	2	2	2
निमार्णको	2	2	2
निमार्णधिन	2	2	2
निमाविको	2	2	2
निमाविमा	2	2	2
निमिष	2	2	2
निमेषभरमै	2	2	2
निम्नकोटीका	2	2	2
निम्बार्क	2	2	2
निम्बोली	2	2	2
निम्स	2	2	2
नियन्त्रणको	2	2	2
नियमका	2	2	2
नियमनिष्ठाले	2	2	2
नियमहरूलाई	2	2	2
नियमानुसार	2	2	2
नियामक	2	2	2
नियाल्ने	2	2	2
नियोगका	2	2	2
निर	2	2	2
निरक्षरता	2	2	2
निरपराध	2	2	2
निरमा	2	2	2
निरर्थक	2	2	2
निराकारको	2	2	2
निरुक्तकारहरूलाई	2	2	2
निरुक्तमा	2	2	2
निरोग	2	2	2
निरौलाहरू	2	2	2
निर्णयविरुद्ध	2	2	2
निर्णयसागर	2	2	2
निर्णहरूको	2	2	2
निर्णायकहरूले	2	2	2
निर्दलियता	2	2	2
निर्धक्क	2	2	2
निर्धक्कसँग	2	2	2
निर्धनलाई	2	2	2
निर्धारक	2	2	2
निर्धारणदेखि	2	2	2
निर्बन्ध	2	2	2
निर्बल	2	2	2
निर्भरताले	2	2	2
निर्मम	2	2	2
निर्मलनाथको	2	2	2
निर्मलले	2	2	2
निर्मली	2	2	2
निर्मलीडाँडा	2	2	2
निर्माणधीन	2	2	2
निर्माणबाट	2	2	2
निर्माणले	2	2	2
निर्माणसज्जा	2	2	2
निर्माणस्थल	2	2	2
निर्वाचनलाई	2	2	2
निर्वाचनहरूको	2	2	2
निर्वासनलाई	2	2	2
निलगिरी	2	2	2
निलबराहीको	2	2	2
निलम्बित	2	2	2
निवन्ध	2	2	2
निवासीहरूमा	2	2	2
निवेदनमा	2	2	2
निशर्त	2	2	2
निषिद्ध	2	2	2
निषेधले	2	2	2
निष्काम	2	2	2
निष्ठामा	2	2	2
निष्ठुरी	2	2	2
निष्पादन	2	2	2
निष्पादित	2	2	2
निसेलढोर	2	2	2
निस्कँदै	2	2	2
निस्कन्छ	2	2	2
निस्किए	2	2	2
निस्क्यो	2	2	2
निहाल्न	2	2	2
नीजि	2	2	2
नीतिअनुरूप	2	2	2
नीतिअनुसार	2	2	2
नीतिबाट	2	2	2
नीतिश	2	2	2
नीतिसँग	2	2	2
नीतिहरूको	2	2	2
नीतिहरूप्रति	2	2	2
नीलकण्ठ	2	2	2
नुनचुक	2	2	2
नुनथर	2	2	2
नुवाकोटमा	2	2	2
नुहाई	2	2	1
नुहाउनका	2	2	2
नुहाएपछि	2	2	2
नुहाएमा	2	2	2
नृत्यले	2	2	2
नृसिंह	2	2	2
नेकपाएमालेका	2	2	2
नेकाका	2	2	2
नेगेटिभ	2	2	2
नेजियम	2	2	2
नेताहरूबीच	2	2	2
नेताहरूमा	2	2	2
नेताहरूलाई	2	2	2
नेपालगन्ज	2	2	2
नेपालगन्जमा	2	2	2
नेपालभित्रका	2	2	2
नेपालय	2	2	2
नेपालविरुद्ध	2	2	2
नेपालसँग	2	2	2
नेपालीपन	2	2	2
नेपालीमै	2	2	2
नेपालीहरूले	2	2	2
नेपोलियनलाई	2	2	2
नेप्च्युन	2	2	2
नेमसिस	2	2	2
नेमान्जा	2	2	2
नेरा	2	2	2
नेरावि	2	2	2
नेवा	2	2	2
नेवारको	2	2	2
नैँ	2	2	2
नैचुरल	2	2	2
नैतिकथाहरूको	2	2	2
नैफ्था	2	2	2
नैष्ठिक	2	2	2
नैसनलिस्ट	2	2	2
नो	2	2	2
नोकसम्म	2	2	2
नोकियाको	2	2	2
नौकरीमा	2	2	2
नौकाको	2	2	2
नौकायन	2	2	2
नौनीमा	2	2	2
नौबिसे	2	2	2
नौमध्ये	2	2	2
नौसेना	2	2	2
नौसेनाका	2	2	2
न्यातपोल	2	2	2
न्यायकी	2	2	2
न्यायको	2	2	2
न्यायधीश	2	2	2
न्यायप्रेमी	2	2	2
न्यायसँग	2	2	2
न्यायाधीशहरू	2	2	2
न्यायाधीशहरूको	2	2	1
न्यायाधीस	2	2	2
न्यायालय	2	2	2
न्युक्लियस	2	2	2
न्युगायनामा	2	2	2
न्युज	2	2	2
न्युनतम	2	2	2
न्युरोड	2	2	2
न्यूनिकरण	2	2	2
न्यौरा	2	2	2
न्वारन	2	2	2
न्वारानको	2	2	2
पँखेटा	2	2	2
पँखेटालाई	2	2	2
पँधेर्नीलाई	2	2	2
पँहेलो	2	2	2
पंकज	2	2	2
पंक्षीका	2	2	2
पकला	2	2	2
पकवानहरूको	2	2	2
पकानको	2	2	1
पकाना	2	2	2
पकेटको	2	2	2
पकौडी	2	2	2
पक्षका	2	2	2
पक्षपात	2	2	2
पक्षपातसँग	2	2	2
पक्षपोषणलाई	2	2	2
पक्षहरूलाई	2	2	2
पक्षी	2	2	2
पक्षीहरूद्वारा	2	2	2
पखालामा	2	2	2
पखाल्न	2	2	2
पखाल्नको	2	2	2
पखेटाबाट	2	2	2
पखेटामा	2	2	2
पगनाथ	2	2	2
पगालेर	2	2	2
पग्लन	2	2	2
पग्लने	2	2	2
पग्लिएर	2	2	2
पग्लिने	2	2	2
पङ्खामा	2	2	2
पचहत्तर	2	2	2
पचाउन	2	2	2
पच्चीस	2	2	2
पच्छ	2	2	2
पछाउनी	2	2	2
पछाडी	2	2	2
पछारे	2	2	2
पछ्याउँदै	2	2	2
पञ्चकोसी	2	2	2
पञ्चतन्त्र	2	2	2
पञ्चतन्त्रको	2	2	2
पञ्चध्वनी	2	2	2
पञ्चबलिसमेत	2	2	2
पञ्चम	2	2	2
पञ्चमुल	2	2	2
पञ्चशील	2	2	2
पञ्चाङ्ग	2	2	2
पञ्चायतद्वारा	2	2	2
पञ्चेबाजामा	2	2	2
पटकथाको	2	2	2
पटकथालाई	2	2	1
पटकपटकको	2	2	2
पटखौली	2	2	2
पटासी	2	2	2
पटिगनमा	2	2	2
पटियालालाई	2	2	2
पटी	2	2	2
पटुकालाई	2	2	2
पटौटी	2	2	2
पट्टा	2	2	2
पट्टेक	2	2	2
पठाइदिइन्	2	2	2
पठाइदिन	2	2	2
पठाइन्थ्यो	2	2	2
पठाउँदै	2	2	2
पठानझैँ	2	2	2
पठायो	2	2	2
पठार	2	2	2
पठारी	2	2	2
पड्काएर	2	2	2
पड्तालका	2	2	2
पढाइहरू	2	2	2
पढाई	2	2	2
पढेनन्	2	2	2
पढ्छ	2	2	2
पढ्छन्	2	2	2
पढ्थेँ	2	2	2
पढ्नलाई	2	2	2
पढ्नुभएका	2	2	2
पढ्नुभन्दा	2	2	2
पढ्नुहोला	2	2	2
पढ्यो	2	2	2
पणेनामा	2	2	2
पण्डा	2	2	2
पण्डितजस्ता	2	2	2
पण्डितले	2	2	2
पतनको	2	2	2
पतनुका	2	2	2
पता	2	2	2
पताका	2	2	2
पतिगृहका	2	2	2
पतिले	2	2	2
पत्तनबाट	2	2	2
पत्तो	2	2	2
पत्तोंको	2	2	2
पत्थरका	2	2	2
पत्थरदेखि	2	2	2
पत्थरिलो	2	2	2
पत्नीहरूमध्ये	2	2	2
पत्रअनुसार	2	2	2
पत्रकका	2	2	2
पत्रकारमध्येका	2	2	2
पत्रकारमाझ	2	2	2
पत्रकारलाई	2	2	2
पत्रकारहरूमध्ये	2	2	2
पत्रकारिताको	2	2	1
पत्रपत्रिकाको	2	2	2
पत्रपत्रिकाहरू	2	2	2
पत्रसञ्चयन	2	2	2
पत्रसहितको	2	2	2
पत्रिकाबाहेक	2	2	2
पत्रिकासँग	2	2	2
पत्रिकाहरूमा	2	2	2
पथको	2	2	2
पथमा	2	2	2
पथरिया	2	2	2
पथलैया	2	2	2
पथेरा	2	2	2
पदकका	2	2	2
पदच्युत	2	2	2
पदनाहा	2	2	2
पदमपुर	2	2	2
पदमार्ग	2	2	2
पदहरू	2	2	2
पदाधिकारीहरु	2	2	2
पदाधिकारीहरूको	2	2	2
पदार्थका	2	2	2
पदार्थले	2	2	2
पदार्थहरूमा	2	2	2
पदुमदेखि	2	2	2
पद्दति	2	2	2
पद्धतिका	2	2	2
पद्धतिहरूका	2	2	2
पद्मरत्न	2	2	2
पद्मश्री	2	2	2
पद्मावती	2	2	2
पन्चकोशी	2	2	2
पन्जाबीको	2	2	2
पन्टा	2	2	2
पन्तद्वारा	2	2	2
पन्तलाई	2	2	2
पन्ना	2	2	2
पपिहा	2	2	2
पपुमपारे	2	2	2
पफर	2	2	2
पब	2	2	2
पब्लिकेसनले	2	2	2
पब्लिकेसन्स	2	2	2
पमिता	2	2	2
पम्पकिन	2	2	2
पयर्टकहरूको	2	2	2
परकोटे	2	2	2
परगना	2	2	2
परजीवविज्ञान	2	2	2
परजीवि	2	2	2
परदेश	2	2	2
परदेशमा	2	2	2
परब्रम्हाले	2	2	2
परमपिता	2	2	2
परमपिताको	2	2	2
परमहंस	2	2	2
परमाणुलाई	2	2	2
परमात्मालाई	2	2	2
परमावश्यक	2	2	2
परराष्ट्रमन्त्री	2	2	2
परलोकका	2	2	2
परलौकिक	2	2	2
परवानामा	2	2	2
परशरीरमा	2	2	2
परस्पुर	2	2	2
पराउन	2	2	2
पराक्रमी	2	2	2
पराजयका	2	2	2
पराजयपछि	2	2	2
परान्नमा	2	2	2
परायण	2	2	2
परावर्तन	2	2	2
परावैजनी	2	2	2
परासी	2	2	2
परास्नातकको	2	2	2
परिएका	2	2	2
परिकथा	2	2	2
परिकौली	2	2	2
परिक्षणको	2	2	2
परिचालक	2	2	2
परिणति	2	2	2
परिणामहरूको	2	2	2
परिणामहरूमा	2	2	2
परितारिका	2	2	2
परित्यागी	2	2	2
परिपक्व	2	2	2
परिपाटिको	2	2	2
परिपाटीका	2	2	2
परिपूरण	2	2	2
परिभाषाअनुसार	2	2	2
परिभाषाका	2	2	2
परिभ्रमण	2	2	2
परिमाणहरूलाई	2	2	2
परियारले	2	2	2
परियोजनाहरू	2	2	2
परिरहेका	2	2	2
परिवर्तनमा	2	2	2
परिवर्तनसँगै	2	2	2
परिवारकै	2	2	2
परिवारदेखि	2	2	2
परिवारहरूलाई	2	2	2
परिवेष्ठित	2	2	2
परिशीलन	2	2	2
परिषद	2	2	2
परिसम्पत्ति	2	2	2
परिसीमाहरूमा	2	2	2
परिस्कृत	2	2	2
परिस्थितिका	2	2	2
परिस्थितिहरूको	2	2	2
परीक्षणले	2	2	2
परीक्षाहरूमा	2	2	2
परीक्षितलाई	2	2	2
परेँ	2	2	2
परेकाछन्	2	2	2
परेकाहरू	2	2	2
परेवाका	2	2	2
परौँ	2	2	2
पर्खँदैन	2	2	2
पर्खालले	2	2	2
पर्गेल्नुभएको	2	2	2
पर्टेवा	2	2	2
पर्थको	2	2	2
पर्थे	2	2	2
पर्दोरहेछ	2	2	2
पर्नाले	2	2	2
पर्नुअघि	2	2	2
पर्नेको	2	2	2
पर्नेगरी	2	2	2
पर्नै	2	2	2
पर्बते	2	2	2
पर्यटककै	2	2	2
पर्यटकले	2	2	2
पर्यटकहरुलाई	2	2	2
पर्यटकीयक्षेत्र	2	2	2
पर्यटनमा	2	2	2
पर्यटनस्थल	2	2	2
पर्यटनिक	2	2	2
पर्यावरणमा	2	2	2
पर्यावरणमाथि	2	2	2
पर्रोहा	2	2	2
पर्ल	2	2	2
पर्वतशृङ्खलाले	2	2	2
पर्वतसँग	2	2	2
पर्वतहरूमा	2	2	2
पर्सियाका	2	2	2
पर्सियाबाट	2	2	2
पलना	2	2	2
पलाएको	2	2	2
पलाएपछि	2	2	2
पल्हाई	2	2	2
पल्हाउने	2	2	2
पवार	2	2	2
पवित्रतम	2	2	2
पवित्रतामा	2	2	2
पव्लिक	2	2	2
पशुपंक्षीको	2	2	2
पशुपन्छीको	2	2	2
पशुपालनबाट	2	2	2
पशुविज्ञान	2	2	2
पशुहरूमा	2	2	2
पशुहरूसमेत	2	2	2
पश्चिमतिर	2	2	2
पश्चिमबङ्गालको	2	2	2
पश्चिमबाट	2	2	2
पसलका	2	2	2
पसलहरूजस्तो	2	2	2
पसिसकेका	2	2	2
पसेर	2	2	2
पस्कँदै	2	2	2
पस्छन्	2	2	2
पस्तुनलाई	2	2	2
पहचानका	2	2	2
पहराले	2	2	2
पहलमान	2	2	2
पहाडीको	2	2	2
पहिचानको	2	2	2
पहिचानलाई	2	2	2
पहिरनभन्दा	2	2	2
पहिरनमा	2	2	2
पहिरिने	2	2	2
पहिर्याएर	2	2	2
