word	ipa	status
रेखाभित्र	ɾeːkʰaːbʰɪtɾə	ok
रेटि	ɾeːʈɪ	ok
रेटौला	ɾeːʈɔːlaː	ok
रेडभेन्टेड	ɾeːɖəbʰeːnʈeːɖ	ok
रेडियोधर्मिता	ɾeːɖɪjoːdʰʌrrmɪtaː	ok
रेणुकाका	ɾeːɳukaːkaː	ok
रेणुकाले	ɾeːɳukaːleː	ok
रेनडियरमा	ɾeːnəɖɪjəɾəmaː	ok
रेन्डेलद्वारा	ɾeːnɖeːlədːwaːɾaː	ok
रेबिज	ɾeːbɪɟ	ok
रेवती	ɾeːwətiː	ok
रेसालाई	ɾeːsaːlaːi	ok
रोइन्	ɾoːɪn	ok
रोकिदिए	ɾoːkɪdɪʲeː	ok
रोकिदिएर	ɾoːkɪdɪʲeːɾə	ok
रोकियो	ɾoːkɪjoː	ok
रोक्नु	ɾoːknuʲu	ok
रोगरोधन	ɾoːɡəɾoːdʰən	ok
रोगविशेषज्ञका	ɾoːɡəwɪʃeːʂəɟɲəkaː	ok
रोगा	ɾoːɡaː	ok
रोगीका	ɾoːɡɪːkaː	ok
रोगीहरूले	ɾoːɡɪːhəɾuːleː	ok
रोजगारका	ɾoːɟəɡaːɾəkaː	ok
रोजगारको	ɾoːɟəɡaːɾəkoː	ok
रोजगारीका	ɾoːɟəɡaːɾɪːkaː	ok
रोजगारीको	ɾoːɟəɡaːɾɪːkoː	ok
रोजफिन्च	ɾoːɟəpʰɪncə	ok
रोटरी	ɾoːʈəɾiː	ok
रोटीको	ɾoːʈɪːkoː	ok
रोटीले	ɾoːʈɪːleː	ok
रोपिएको	ɾoːpɪʲeːkoː	ok
रोप्छन्	ɾoːpcʰən	ok
रोप्दा	ɾoːpdaː	ok
रोप्न	ɾoːpnə	ok
रोप्नु	ɾoːpnuʲu	ok
रोबर्ट	ɾoːbʌrrʈə	ok
रोमक	ɾoːməkə	ok
रोलक्रम	ɾoːlʌkɾəmə	ok
रोलर	ɾoːləɾə	ok
रोलरले	ɾoːləɾəleː	ok
रोशनद्वारा	ɾoːʃənədːwaːɾaː	ok
रोशी	ɾoːʃi	ok
रौँले	ɾɔ̃leː	ok
र्यान्डोल्फ	rːjaːnɖoːlpʰə	ok
र्याफ्ट	rːjaːpʰʈə	ok
र्यालीको	rːjaːlɪːkoː	ok
लखनऊ	lʌkʰənəʊ	ok
लखनपुर	lʌkʰənəpuɾə	ok
लखेटेको	ləkʰeːʈeːkoː	ok
लगतै	lʌɡətɛː	ok
लगधको	lʌɡədʰəkoː	ok
लगनखेलमा	ləɡənəkʰeːləmaː	ok
लगनशीलताको	ləɡənəʃɪːlətaːkoː	ok
लगनशीलताले	ləɡənəʃɪːlətaːleː	ok
लगाइ	ləɡaːɪ	ok
लगाइन्थ्यो	ləɡaːɪntʰjoː	ok
लगाईएको	ləɡaːɪːʲeːkoː	ok
लगाउनेहरूमा	ləɡaːʊneːhəɾuːmaː	ok
लगाएँ	ləɡaːẽ	ok
लगाऔँ	ləɡaːɔ̃	ok
लगानीमा	ləɡaːnɪːmaː	ok
लगिएको	ləɡɪʲeːkoː	ok
लगेँ	lʌɡẽ	ok
लङ्गुर	lʌŋɡuɾə	ok
लचेनल	ləceːnəl	ok
लज्जा	lʌɟɟaː	ok
लडाकू	ləɖaːkuː	ok
लतपत	lʌtəpət	ok
लत्ताकपडा	lʌttaːkəpəɖaː	ok
लथालिङ्ग	lətʰaːlɪŋɡə	ok
लन्च	lʌncə	ok
लन्डनलाई	lənɖənəlaːi	ok
लप्टन	lʌpʈən	ok
लम्साल	ləmsaːl	ok
लम्सालले	ləmsaːləleː	ok
लर्बराउँदै	lərrbəɾaːũdɛː	ok
ललितपुरकै	lʌlɪtəpuɾəkɛː	ok
ललितपुरबाट	ləlɪtəpuɾəbaːʈ	ok
लसन	lʌsən	ok
लस्ट	lʌsʈə	ok
लाइफ	laːɪpʰ	ok
लाइसेन्सहरू	laːɪseːnsəhəɾuː	ok
लाईसेन्स	laːɪːseːnsə	ok
लाक्षणिक	laːkʂəɳɪkə	ok
लाक्षागृहसम्म	laːkʂaːɡɾɪhəsʌmmə	ok
लाखेनाचको	laːkʰeːnaːcəkoː	ok
लागत	laːɡət	ok
लागिपरेका	laːɡɪpəɾeːkaː	ok
लागिरहे	laːɡɪɾəheː	ok
लागिसकेपछि	laːɡɪsəkeːpəcʰɪ	ok
लाग्दछन्	laːɡdəcʰən	ok
लाग्ला	laːɡlaː	ok
लाङटाङ	laːŋəʈaːŋ	ok
लाचार	laːcaːɾə	ok
लाजको	laːɟəkoː	ok
लाजोङसँग	laːɟoːŋəʃʌ̃ɡ	ok
लान	laːn	ok
लाभले	laːbʰəleː	ok
लाभा	laːbʰaː	ok
लाभान्वित	laːbʰaːnwɪt	ok
लाभ्रेहरूको	laːbʰɾeːhəɾuːkoː	ok
लामखुट्टे	laːməkʰuʈʈeː	ok
लामखुट्टेले	laːməkʰuʈʈeːleː	ok
लामखुट्टेहरूले	laːməkʰuʈʈeːhəɾuːleː	ok
लामिछाने	laːmɪcʰaːneː	ok
लालकुमारी	laːləkumaːɾi	ok
लालचन्द्र	laːləcʌndɾə	ok
लालबहादुर	laːləbəhaːduɾə	ok
लालिगुराँस	laːlɪɡuɾãs	ok
लाहुरेमा	laːhuɾeːmaː	ok
लिंकनले	lɪŋkənəleː	ok
लिइन्	lɪʲɪn	ok
लिइसक्यो	lɪʲɪsʌkːjoː	ok
लिओनले	lɪʲoːnəleː	ok
लिगले	lɪɡəleː	ok
लिङ्कनलाई	lɪŋkənəlaːi	ok
लिङ्कमा	lɪŋkəmaː	ok
लिङ्कले	lɪŋkəleː	ok
लिङ्किङ	lɪŋkɪŋ	ok
लिङ्गमा	lɪŋɡəmaː	ok
लिट्रेचर	lɪʈɾeːcəɾə	ok
लिथो	lɪtʰoː	ok
लिनको	lɪnəkoː	ok
लिनुपर्दछ	lɪnupʌrrdəcʰə	ok
लिन्च	lɪncə	ok
लिन्टन	lɪnʈən	ok
लिपिहरूमा	lɪpɪhəɾuːmaː	ok
लिपेको	lɪpeːkoː	ok
लिबिया	lɪbɪjaː	ok
लिमिटेडले	lɪmɪʈeːɖəleː	ok
लिम्बुहरू	lɪmbuhəɾuː	ok
लियनबाट	lɪjənəbaːʈ	ok
लिया	lɪjaː	ok
लियोनल	lɪjoːnəl	ok
लीको	lɪːkoː	ok
लीलावती	lɪːlaːwətiː	ok
लुँडे	lũɖeː	ok
लुकाइएको	lukaːɪʲeːkoː	ok
लुकाए	lukaːeː	ok
लुकेको	lukeːkoː	ok
लुटेर	luʈeːɾə	ok
लुनार	lunaːɾə	ok
लुप	lup	ok
लुभाना	lubʰaːnaː	ok
लेऊ	leːʊ	ok
लेकमा	leːkəmaː	ok
लेकसाइड	leːkəsaːɪɖ	ok
लेकसाइडबाट	leːkəsaːɪɖəbaːʈ	ok
लेकिमिया	leːkɪmɪjaː	ok
लेखकहरूको	leːkʰəkəhəɾuːkoː	ok
लेखनबाट	leːkʰənəbaːʈ	ok
लेखरचना	leːkʰəɾəcənaː	ok
लेखसँग	leːkʰəʃʌ̃ɡ	ok
लेखाइएको	leːkʰaːɪʲeːkoː	ok
लेखित	leːkʰɪt	ok
लेखिनुपर्ने	leːkʰɪnupʌrrneː	ok
लेखिरहे	leːkʰɪɾəheː	ok
लेखेवापत	leːkʰeːwaːpət	ok
लेख्नका	leːkʰnəkaː	ok
लेटरम्यानमा	leːʈəɾəmmjaːnəmaː	ok
लेनदेन	leːnədeːn	ok
लेन्सको	leːnsəkoː	ok
लैजानका	lɛːɟaːnəkaː	ok
लैजान्छन्	lɛːɟaːncʰən	ok
लोकगाथाबाट	loːkəɡaːtʰaːbaːʈ	ok
लोकतन्त्रको	loːkətʌntɾəkoː	ok
लोकल	loːkəl	ok
लोकानुस्मृति	loːkaːnusmɾɪtɪ	ok
लोकेट	loːkeːʈ	ok
लोदी	loːdi	ok
लोहनी	loːhəniː	ok
लोहनीद्वारा	loːhənɪːdːwaːɾaː	ok
लोहोरे	loːhoːɾeː	ok
लौकाको	lɔːkaːkoː	ok
लौह	lɔːhə	ok
ल्याइने	ljaːɪneː	ok
ल्याउँथे	ljaːũtʰeː	ok
ल्याउँदछ	ljaːũdʌcʰə	ok
ल्याउनुपर्ने	ljaːʊnupʌrrneː	ok
ल्याग	ljaːɡ	ok
ल्होसार	lhoːsaːɾə	ok
वंघः	wʌŋɡʰəh	ok
वंशलाई	wənʃəlaːi	ok
वंशहरू	wʌnʃəhəɾuː	ok
वंशानुक्रम	wənʃaːnukɾəmə	ok
वक	wʌkə	ok
वक्ताहरूले	wəktaːhəɾuːleː	ok
वटासम्म	wəʈaːsʌmmə	ok
वडाको	wəɖaːkoː	ok
वडार	wəɖaːɾə	ok
वडाहाकिम	wəɖaːhaːkɪmə	ok
वधुलाई	wədʰulaːi	ok
वनकाग	wənəkaːɡ	ok
वनमन्त्री	wənəmʌntɾi	ok
वनस्पतिहरूलाई	wənəspətɪhəɾuːlaːi	ok
वन्धनमा	wʌndʰənəmaː	ok
वफा	wʌpʰaː	ok
वयस्कहरूमा	wəjəskəhəɾuːmaː	ok
वरको	wʌɾəkoː	ok
वरपरको	wʌɾəpəɾəkoː	ok
वरिपरी	wʌɾɪpəɾi	ok
वर्गमिटर	wʌrrɡəmɪʈəɾə	ok
वर्गले	wʌrrɡəleː	ok
वर्गिकरणअनुसार	wərrɡɪkəɾəɳəənusaːɾə	ok
वर्गीकरणअनुसार	wərrɡɪːkəɾəɳəənusaːɾə	ok
वर्गीयताको	wərrɡɪːjətaːkoː	ok
वर्णगत	wʌrrɳəɡət	ok
वर्णनहरूका	wərrɳənəhəɾuːkaː	ok
वर्णमाला	wərrɳəmaːlaː	ok
वर्णमालाबाट	wərrɳəmaːlaːbaːʈ	ok
वर्णहरूमा	wərrɳəhəɾuːmaː	ok
वर्माको	wərrmaːkoː	ok
वर्षगाँठ	wərrʂəɡãʈʰ	ok
वर्षमुनिका	wʌrrʂəmunɪkaː	ok
वर्षलाई	wərrʂəlaːi	ok
वर्षाका	wərrʂaːkaː	ok
वर्षौंसम्मको	wərrʂɔːnsəmməkoː	ok
वल्टर	wʌlʈəɾə	ok
वल्लभका	wʌllləbʰəkaː	ok
वल्लो	wʌllloː	ok
वष	wʌʂ	ok
वषौँसम्म	wəʂɔ̃sʌmmə	ok
वसुमान	wəsumaːn	ok
वस्तुत	wʌstut	ok
वस्त्रदान	wəstɾədaːn	ok
वहसका	wʌhəsəkaː	ok
वहाँदेखि	wəhãdeːkʰɪ	ok
वहिष्कार	wəhɪʂkaːɾə	ok
वाइल्ड	waːɪlɖə	ok
वाक्यांश	waːkːjaːnʃ	ok
वाग्दुला	waːɡdulaː	ok
वाङ	waːŋ	ok
वाचनबाट	waːcənəbaːʈ	ok
वाजपेय	waːɟəpeːjə	ok
वाण	waːɳ	ok
वातावरणदेखि	waːtaːwəɾəɳədeːkʰɪ	ok
वातावरणबाट	waːtaːwəɾəɳəbaːʈ	ok
वातावरणसँग	waːtaːwəɾəɳəʃʌ̃ɡ	ok
वादी	waːdi	ok
वाम्बुले	waːmbuleː	ok
वायर	waːjəɾə	ok
वायुमण्डलका	waːjumʌɳɖələkaː	ok
वायुयानको	waːjujaːnəkoː	ok
वायेजर	waːjeːɟəɾə	ok
वायोटिन	waːjoːʈɪn	ok
वार्डहरूको	waːrrɖəhəɾuːkoː	ok
वार्डहरूबाट	waːrrɖəhəɾuːbaːʈ	ok
वार्ताद्वारा	waːrrtaːdːwaːɾaː	ok
वाल्टज	waːlʈəɟ	ok
वाष्प	waːʂpə	ok
वासस्थान	waːsəstʰaːn	ok
वास्तु	waːstu	ok
वाहनको	waːhənəkoː	ok
वाहेक	waːheːkə	ok
विकल्पको	wɪkʌlpəkoː	ok
विकासक्रमको	wɪkaːsʌkɾəməkoː	ok
विकासजी	wɪkaːsəɟiː	ok
विकासमुखी	wɪkaːsəmukʰi	ok
विकाससँगै	wɪkaːsəʃʌ̃ɡɛː	ok
विकासे	wɪkaːseː	ok
विकासोन्मुख	wɪkaːsoːnmukʰ	ok
विकिबुक्समा	wɪkɪbuksəmaː	ok
विकिरणहरू	wɪkɪɾəɳəhəɾuː	ok
विकृति	wɪkɾɪtɪ	ok
विकेट	wɪkeːʈ	ok
विगल	wɪɡəl	ok
विग्रहको	wɪɡɾəhəkoː	ok
विचारधारा	wɪcaːɾədʰaːɾaː	ok
विचारात्मक	wɪcaːɾaːtməkə	ok
विजयभन्दा	wɪɟəjəbʰʌndaː	ok
विजयीको	wɪɟəjɪːkoː	ok
विजेल	wɪɟeːl	ok
विज्ञका	wɪɟɲəkaː	ok
विज्ञप्ति	wɪɟɲʌptɪ	ok
विज्ञानतर्फको	wɪɟɲaːnətʌrrpʰəkoː	ok
वितरणमा	wɪtəɾəɳəmaː	ok
विदरमा	wɪdəɾəmaː	ok
विदेशमन्त्री	wɪdeːʃəmʌntɾi	ok
विदेशसँग	wɪdeːʃəʃʌ̃ɡ	ok
विदेशहरू	wɪdeːʃəhəɾuː	ok
विदेशीहरूले	wɪdeːʃɪːhəɾuːleː	ok
विद्याप्रेमी	wɪdjaːpɾeːmiː	ok
विद्यार्थीहरूलाई	wɪdjaːrrtʰɪːhəɾuːlaːi	ok
विद्यालयलाई	wɪdjaːləjəlaːi	ok
विद्यालयहरूलाई	wɪdjaːləjəhəɾuːlaːi	ok
विद्युतिय	wɪdjutɪjə	ok
विद्वानहरू	wɪdːwaːnəhəɾuː	ok
विधानअनुसार	wɪdʰaːnəənusaːɾə	ok
विधायिकाहरूका	wɪdʰaːjɪkaːhəɾuːkaː	ok
विधाहरूमा	wɪdʰaːhəɾuːmaː	ok
विधिउपविधिहरू	wɪdʰɪʲʊpəwɪdʰɪhəɾuː	ok
विधुवा	wɪdʰuwaː	ok
विधेयकको	wɪdʰeːjəkəkoː	ok
विधेयकद्वारा	wɪdʰeːjəkədːwaːɾaː	ok
विध्वंस	wɪdʰwʌns	ok
विनायक	wɪnaːjəkə	ok
विनाशको	wɪnaːʃəkoː	ok
विनिमय	wɪnɪməjə	ok
विनिर्माण	wɪnɪrrmaːɳ	ok
विन्यासका	wɪnjaːsəkaː	ok
विन्यासको	wɪnjaːsəkoː	ok
विन्सटन	wɪnsəʈən	ok
विभागहरूका	wɪbʰaːɡəhəɾuːkaː	ok
विभागहरूको	wɪbʰaːɡəhəɾuːkoː	ok
विभाजनका	wɪbʰaːɟənəkaː	ok
विभाजनपछि	wɪbʰaːɟənəpəcʰɪ	ok
विभाजनले	wɪbʰaːɟənəleː	ok
विभेदका	wɪbʰeːdəkaː	ok
विभेदहरू	wɪbʰeːdəhəɾuː	ok
विमानवाहक	wɪmaːnəwaːhəkə	ok
विमानहरू	wɪmaːnəhəɾuː	ok
वियोगी	wɪjoːɡi	ok
विरन्द्रनगर	wɪɾʌndɾənəɡəɾə	ok
विराटको	wɪɾaːʈəkoː	ok
विरोधीहरूले	wɪɾoːdʰɪːhəɾuːleː	ok
विल्सका	wɪlsəkaː	ok
विवरणात्मक	wɪwəɾəɳaːtməkə	ok
विविएलएल	wɪwɪʲeːləeːl	ok
विविधताको	wɪwɪdʰətaːkoː	ok
विशालनगरको	wɪʃaːlənəɡəɾəkoː	ok
विशेताहरू	wɪʃeːtaːhəɾuː	ok
विशेषज्ञहरूद्वारा	wɪʃeːʂəɟɲəhəɾuːdːwaːɾaː	ok
विशेषताको	wɪʃeːʂətaːkoː	ok
विशेषतालाई	wɪʃeːʂətaːlaːi	ok
विशेषाधिकार	wɪʃeːʂaːdʰɪkaːɾə	ok
विश्लेषणद्वारा	wɪʃleːʂəɳədːwaːɾaː	ok
विश्लेषणात्मक	wɪʃleːʂəɳaːtməkə	ok
विश्वकपका	wɪʃwkʌpəkaː	ok
विश्वकपको	wɪʃwkʌpəkoː	ok
विश्वकपपछि	wɪʃwkʌpəpəcʰɪ	ok
विश्वकर्मा	wɪʃwkʌrrmaː	ok
विश्वकोश	wɪʃwkoːʃ	ok
विश्वभरिका	wɪʃwbʰʌɾɪkaː	ok
विश्वम्भर	wɪʃwmbʰʌɾə	ok
विश्वविद्यालयद्वारा	wɪʃwwɪdjaːləjədːwaːɾaː	ok
विश्वविद्यालयसँग	wɪʃwwɪdjaːləjəʃʌ̃ɡ	ok
विश्वसामुका	wɪʃwsaːmukaː	ok
विश्वामित्र	wɪʃwaːmɪtɾə	ok
विश्वासबाट	wɪʃwaːsəbaːʈ	ok
विषयसँग	wɪʂəjəʃʌ̃ɡ	ok
विषाणुहरूको	wɪʂaːɳuhəɾuːkoː	ok
विष्णुका	wɪʂɳukaː	ok
विस	wɪs	ok
विस्तारबाट	wɪstaːɾəbaːʈ	ok
विस्थापन	wɪstʰaːpən	ok
विस्थापित	wɪstʰaːpɪt	ok
विस्मात	wɪsmaːt	ok
विहारले	wɪhaːɾəleː	ok
विहारहरूको	wɪhaːɾəhəɾuːkoː	ok
विहीन	wɪhɪːn	ok
वी	wiː	ok
वीरगन्जमा	wɪːɾəɡʌnɟəmaː	ok
वीरता	wɪːɾətaː	ok
वीरसिंह	wɪːɾəsɪŋhə	ok
वीरहरूले	wɪːɾəhəɾuːleː	ok
वीरेन्द्रले	wɪːɾeːndɾəleː	ok
वृक्षले	wɾɪkʂəleː	ok
वृक्षारोपण	wɾɪkʂaːɾoːpəɳ	ok
वृतान्तलाई	wɾɪtaːntəlaːiː	ok
वृतान्तहरूमा	wɾɪtaːntəhəɾuːmaː	ok
वृद्धावस्थामा	wɾɪdːdʰaːwəstʰaːmaː	ok
वृद्धिसँगै	wɾɪdːdʰɪʃʌ̃ɡɛː	ok
वृद्धी	wɾɪdːdʰi	ok
वृषभानुद्वारा	wɾɪʂəbʰaːnudːwaːɾaː	ok
वेज	weːɟ	ok
वेदव्यासले	weːdəwjaːsəleː	ok
वेदहरूमा	weːdəhəɾuːmaː	ok
वेदान्त	weːdaːntə	ok
वेदान्तिहरूका	weːdaːntɪhəɾuːkaː	ok
वेदीको	weːdɪːkoː	ok
वेधशालामा	weːdʰəʃaːlaːmaː	ok
वेधशालाहरूको	weːdʰəʃaːlaːhəɾuːkoː	ok
वेला	weːlaː	ok
वेल्थ	weːltʰə	ok
वेल्सदेखि	weːlsədeːkʰɪ	ok
वेव	weːwə	ok
वेश्या	weːʃjaː	ok
वेश्याहरूलाई	weːʃjaːhəɾuːlaːi	ok
वेहिकल	weːhɪkəl	ok
वैँसहरूको	wɛ̃sʌhəɾuːkoː	ok
वैज्ञानिकका	wɛːɟɲaːnɪkəkaː	ok
वैज्ञानिकले	wɛːɟɲaːnɪkəleː	ok
वैठक	wɛːʈʰəkə	ok
वैद्यद्वारा	wɛːdjədːwaːɾaː	ok
वैयक्तिक	wɛːjʌktɪkə	ok
वैष्णव	wɛːʂɳəwə	ok
वोकिङ	woːkɪŋ	ok
व्यक्तित्त्व	ʋjəktɪttw	ok
व्यक्तित्त्वहरूको	ʋjəktɪttwhʌɾuːkoː	ok
व्यक्तिबाट	ʋjəktɪbaːʈ	ok
व्यङ्ग्यका	ʋjʌŋɡjəkaː	ok
व्यञ्जन	ʋjʌɲɟən	ok
व्यञ्जनवर्ण	ʋjəɲɟənəwʌrrɳə	ok
व्यन्जन	ʋjʌnɟən	ok
व्यपारी	ʋjəpaːɾi	ok
व्यय	ʋjʌjə	ok
व्यवसायी	ʋjəwəsaːji	ok
व्यवसायीहरूलाई	ʋjəwəsaːjɪːhəɾuːlaːi	ok
व्यवस्थापनमा	ʋjəwəstʰaːpənəmaː	ok
व्यवस्थाबाट	ʋjəwəstʰaːbaːʈ	ok
व्यवस्थाविरुद्ध	ʋjəwəstʰaːwɪɾudːdʰə	ok
व्यवहारिक	ʋjəwəhaːɾɪkə	ok
व्यस्तताले	ʋjəstətaːleː	ok
व्यहिटलेम	ʋjəhɪʈəleːmə	ok
व्यहोर्नुपर्छ	ʋjəhoːrrnupʌrrcʰə	ok
व्याकरणलाई	ʋjaːkəɾəɳəlaːi	ok
व्याख्याको	ʋjaːkʰjaːkoː	ok
व्यापकताले	ʋjaːpəkətaːleː	ok
व्यापारघाटा	ʋjaːpaːɾəɡʰaːʈaː	ok
व्यापारीहरूको	ʋjaːpaːɾɪːhəɾuːkoː	ok
व्युत्पत्ति	ʋjutpʌttɪ	ok
व्युत्पन्न	ʋjutpʌnnə	ok
व्रतवन्ध	ʋɾətəwʌndʰə	ok
शंकर	ʃʌŋkəɾə	ok
शंकरप्रसाद	ʃəŋkəɾəpɾəsaːd	ok
शंकराचार्यका	ʃəŋkəɾaːcaːrrjəkaː	ok
शक्तिकेन्द्र	ʃəktɪkeːndɾə	ok
शक्तिद्वारा	ʃəktɪdːwaːɾaː	ok
शक्तिबिना	ʃʌktɪbɪnaː	ok
शक्तिमा	ʃʌktɪmaː	ok
शक्रेश्वरी	ʃəkɾeːʃwɾiː	ok
शतपथ	ʃʌtəpətʰ	ok
शताब्दिको	ʃətaːbdɪkoː	ok
शताब्दिमा	ʃətaːbdɪmaː	ok
शताव्दीको	ʃətaːwdɪːkoː	ok
शत्रुले	ʃʌtɾuleː	ok
शपथको	ʃʌpətʰəkoː	ok
शब्दचित्रमा	ʃəbdəcɪtɾəmaː	ok
शब्दहरूबाट	ʃəbdəhəɾuːbaːʈ	ok
शब्दहरूलाई	ʃəbdəhəɾuːlaːi	ok
शब्दानुसारी	ʃəbdaːnusaːɾi	ok
शब्दावली	ʃəbdaːwəliː	ok
शरपा	ʃʌɾəpaː	ok
शर्त	ʃʌrrtə	ok
शर्तमा	ʃʌrrtəmaː	ok
शर्माका	ʃərrmaːkaː	ok
शर्माकै	ʃərrmaːkɛː	ok
शल्य	ʃʌljə	ok
शल्यकोविदले	ʃəljəkoːwɪdəleː	ok
शल्यक्रिया	ʃəljʌkɾɪjaː	ok
शवलाई	ʃəwəlaːi	ok
शशि	ʃʌʃɪ	ok
शशीको	ʃəʃɪːkoː	ok
शाक्यको	ʃaːkːjəkoː	ok
शाक्यवंशका	ʃaːkːjəwənʃəkaː	ok
शाखाका	ʃaːkʰaːkaː	ok
शाखाको	ʃaːkʰaːkoː	ok
शाखादेखि	ʃaːkʰaːdeːkʰɪ	ok
शान	ʃaːn	ok
शानशौकत	ʃaːnəʃɔːkət	ok
शायद	ʃaːjəd	ok
शारिरीक	ʃaːɾɪɾɪːkə	ok
शालिग्रामलाई	ʃaːlɪɡɾaːməlaːi	ok
शाश्वतले	ʃaːʃwtʌleː	ok
शासकहरूमाथि	ʃaːsəkəhəɾuːmaːtʰɪ	ok
शासकीय	ʃaːsəkɪːjə	ok
शासनकाललाई	ʃaːsənəkaːləlaːi	ok
शास्त्री	ʃaːstɾi	ok
शाहरूख	ʃaːhəɾuːkʰ	ok
शाहवंशलाई	ʃaːhəwənʃəlaːi	ok
शिक्षकका	ʃɪkʂəkəkaː	ok
शिक्षालय	ʃɪkʂaːləjə	ok
शिक्षाशास्त्र	ʃɪkʂaːʃaːstɾə	ok
शिक्षिकाको	ʃɪkʂɪkaːkoː	ok
शिखरमाथि	ʃɪkʰəɾəmaːtʰɪ	ok
शिखरले	ʃɪkʰəɾəleː	ok
शिथिलीकरण	ʃɪtʰɪlɪːkəɾəɳ	ok
शिरोमणि	ʃɪɾoːməɳɪ	ok
शिलालेखको	ʃɪlaːleːkʰəkoː	ok
शिवका	ʃɪwəkaː	ok
शिवाकोटी	ʃɪwaːkoːʈiː	ok
शिविरप्रसाद	ʃɪwɪɾəpɾəsaːd	ok
शिविरबाट	ʃɪwɪɾəbaːʈ	ok
शिशिर	ʃɪʃɪɾə	ok
शिष्ट	ʃɪʂʈə	ok
शिष्यहरूले	ʃɪʂjəhəɾuːleː	ok
शीतलहर	ʃɪːtələhəɾə	ok
शीर्षकका	ʃɪːrrʂəkəkaː	ok
शीर्षमा	ʃɪːrrʂəmaː	ok
शुक्रबारदेखि	ʃukɾəbaːɾədeːkʰɪ	ok
शुक्रबारमा	ʃukɾəbaːɾəmaː	ok
शुक्लपक्षमा	ʃukləpʌkʂəmaː	ok
शुद्धता	ʃudːdʰətaː	ok
शुद्धा	ʃudːdʰaː	ok
शुद्धाशुद्धिको	ʃudːdʰaːʃudːdʰɪkoː	ok
शुद्धीको	ʃudːdʰɪːkoː	ok
शुभकामनाको	ʃubʰəkaːmənaːkoː	ok
शुभाशुभ	ʃubʰaːʃubʰ	ok
शुलभ	ʃuləbʰ	ok
शुल्कमा	ʃulkəmaː	ok
शूलको	ʃuːləkoː	ok
शेरमान	ʃeːɾəmaːn	ok
शेरशाह	ʃeːɾəʃaːhə	ok
शेराँवाला	ʃeːɾãwaːlaː	ok
शैलीगत	ʃɛːlɪːɡət	ok
शैलीहरू	ʃɛːlɪːhəɾuː	ok
शोध	ʃoːdʰ	ok
शोधकर्ता	ʃoːdʰəkʌrrtaː	ok
शोधकै	ʃoːdʰəkɛː	ok
शोधको	ʃoːdʰəkoː	ok
शोधित	ʃoːdʰɪt	ok
शौरी	ʃɔːɾi	ok
श्यामदास	ʃjaːmədaːs	ok
श्यामसुन्दर	ʃjaːməsundəɾə	ok
श्रवणका	ʃɾʌwəɳəkaː	ok
श्रापको	ʃɾaːpəkoː	ok
श्रावक	ʃɾaːwəkə	ok
श्रावकको	ʃɾaːwəkəkoː	ok
श्रावणमा	ʃɾaːwəɳəmaː	ok
श्रीअन्तु	ʃɾɪːʲʌntu	ok
श्रीदेव	ʃɾɪːdeːwə	ok
श्रीपशुपतिनाथको	ʃɾɪːpəʃupətɪnaːtʰəkoː	ok
श्रीरामको	ʃɾɪːɾaːməkoː	ok
श्रृंगी	ʃrɾɪŋɡi	ok
श्रृङ्खलाबीच	ʃrɾɪŋkʰəlaːbɪːc	ok
श्रृङ्खलाहरूको	ʃrɾɪŋkʰəlaːhəɾuːkoː	ok
श्रृङ्खलाहरूमा	ʃrɾɪŋkʰəlaːhəɾuːmaː	ok
श्रृङ्खलाहरूले	ʃrɾɪŋkʰəlaːhəɾuːleː	ok
श्रृजन	ʃrɾɪɟən	ok
श्रेणीकरणको	ʃɾeːɳɪːkəɾəɳəkoː	ok
श्रेष्ठपछि	ʃɾeːʂʈʰəpəcʰɪ	ok
श्रोतहरूमा	ʃɾoːtəhəɾuːmaː	ok
श्रोताले	ʃɾoːtaːleː	ok
षड्यन्त्रमा	ʂəɖɖjʌntɾəmaː	ok
सँगालेका	ʃʌ̃ɡaːleːkaː	ok
संकटकालको	səŋkəʈəkaːləkoː	ok
संकलक	sʌŋkələkə	ok
संकल्प	səŋkʌlpə	ok
संकाय	səŋkaːjə	ok
संकुचित	sʌŋkucɪt	ok
संक्रमित	sʌŋkɾəmɪt	ok
संगठनद्वारा	səŋɡəʈʰənədːwaːɾaː	ok
संगठनमा	sʌŋɡəʈʰənəmaː	ok
संगठनले	sʌŋɡəʈʰənəleː	ok
संगत	sʌŋɡət	ok
संगीतकारहरूको	səŋɡɪːtəkaːɾəhəɾuːkoː	ok
संग्रहालय	səŋɡɾəhaːləjə	ok
संचार	səɲcaːɾə	ok
संज्ञक	sʌŋɟɲəkə	ok
संज्ञाको	səŋɟɲaːkoː	ok
संयन्त्रलाई	səɲjəntɾəlaːi	ok
संयुक्तरूपमा	səɲjuktəɾuːpəmaː	ok
संरक्षकको	sənɾʌkʂəkəkoː	ok
संरचनासँग	sənɾəcənaːʃʌ̃ɡ	ok
संशोधनबाट	sənʃoːdʰənəbaːʈ	ok
संसद्को	sənsʌdkoː	ok
संसद्ले	sənsʌdleː	ok
संसारबाट	sənsaːɾəbaːʈ	ok
संसारले	sənsaːɾəleː	ok
संस्करणका	sʌnskəɾəɳəkaː	ok
संस्करणमा	sʌnskəɾəɳəmaː	ok
संस्कारमा	sənskaːɾəmaː	ok
